model_name,sample_idx,method,tree_idx,tree,num_contexts,likelihood,opt,opt_idx
model1,0,prune,0, 000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010,22,-20335.43685596206,0,17
model1,0,prune,1, 000000 000001 000010 000100 001000 001001 00101 001010 10000 100000 100001 10001 100010 10010 100100 10100 101000 101001 10101 101010,21,-20335.43685596206,0,17
model1,0,prune,2, 000000 000001 000010 000100 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 101 10100 101000 101001 101010,20,-20335.43685596206,0,17
model1,0,prune,3, 000000 000001 000010 000100 001000 001010 10000 100000 100001 10001 100010 1001 10010 100100 101 10100 101000 101010,19,-20335.43685596206,0,17
model1,0,prune,4, 000000 00001 000010 000100 001000 001010 10000 100000 10001 100010 1001 10010 100100 101 10100 101000 101010,18,-20335.43685596206,0,17
model1,0,prune,5, 000000 000010 0001 000100 001000 001010 10000 100000 100010 1001 10010 100100 101 10100 101000 101010,17,-20335.436855962056,0,17
model1,0,prune,6, 000000 000010 000100 001 001000 001010 10000 100000 100010 10010 100100 101 10100 101000 101010,16,-20335.436855962056,0,17
model1,0,prune,7,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-6710.434639949401,0,17
model1,0,prune,8,000000 000010 000100 001000 1 10000 100000 100010 10010 100100 1010 10100 101000,13,-6710.43688455138,0,17
model1,0,prune,9,000000 000010 000100 1 1000 10000 100000 100010 10010 100100 1010 10100,12,-6710.765144441017,0,17
model1,0,prune,10,000000 000010 00100 1 1000 10000 100000 100010 10010 1010 10100,11,-6711.3622754105245,0,17
model1,0,prune,11,000000 000010 1 100 1000 10000 100000 100010 10010 1010,10,-6711.375472225333,0,17
model1,0,prune,12,000000 00010 1 100 1000 10000 100000 10010 1010,9,-6712.062434888722,0,17
model1,0,prune,13,000000 0010 1 100 1000 10000 100000 1010,8,-6712.10332290503,0,17
model1,0,prune,14,000000 1 10 100 1000 10000 100000,7,-6712.1063902325795,0,17
model1,0,prune,15,00000 1 10 100 1000 10000,6,-6713.359248375161,0,17
model1,0,prune,16,0000 1 10 100 1000,5,-6713.402630214673,0,17
model1,0,prune,17,000 1 10 100,4,-6713.872653821701,1,17
model1,0,prune,18,00 1 10,3,-6725.239226702288,0,17
model1,0,prune,19,0 1,2,-6787.113926324419,0,17
model1,1,prune,0, 000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010,22,-20454.963923145166,0,18
model1,1,prune,1, 000000 000001 000010 000100 001000 001001 00101 001010 10000 100000 100001 10001 100010 10010 100100 10100 101000 101001 10101 101010,21,-20454.963923145162,0,18
model1,1,prune,2, 000000 000001 000010 000100 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 101 10100 101000 101001 101010,20,-20454.963923145162,0,18
