model_name,sample_idx,method,tree_idx,tree,num_contexts,likelihood,opt,opt_idx
model2,0,smc,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-5887.126396429144,0,5
model2,0,smc,1,000000 000010 000100 001010 1 1000 10000 100000 100010 10010 100100 10100 101010,13,-5887.150737585797,0,5
model2,0,smc,2,000000 000010 00100 001010 1 1000 10000 100000 100010 10010 10100 101010,12,-5887.207381924876,0,5
model2,0,smc,3,000000 000010 001010 1 100 1000 10000 100000 100010 10010 101010,11,-5887.2657539145575,0,5
model2,0,smc,4,000000 00010 001010 1 100 1000 10000 100000 10010 101010,10,-5887.794354720347,0,5
model2,0,smc,5,000000 00010 1 100 1000 10000 100000 10010 1010,9,-5888.690113507599,1,5
model2,0,smc,6,000000 0010 1 100 1000 10000 100000 1010,8,-5889.6076231363,0,5
model2,0,smc,7,00000 0010 1 100 1000 10000 1010,7,-5890.90962733983,0,5
model2,0,smc,8,000 0010 1 100 1010,5,-5893.707137890971,0,5
model2,0,smc,9,000 1 10 100,4,-5895.224691840082,0,5
model2,0,smc,10,00 1 10,3,-5906.08268341352,0,5
model2,0,smc,11,0 1,2,-5999.8715127253145,0,5
model2,1,smc,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-6027.495865556696,0,5
model2,1,smc,1,000000 000010 000100 001010 1 1000 10000 100000 100010 10010 100100 10100 101010,13,-6027.57772039142,0,5
model2,1,smc,2,000000 000010 00100 001010 1 1000 10000 100000 100010 10010 10100 101010,12,-6027.852254440973,0,5
model2,1,smc,3,000000 000010 00100 1 1000 10000 100000 100010 10010 1010 10100,11,-6028.245782275541,0,5
model2,1,smc,4,000000 0010 00100 1 1000 10000 100000 1010 10100,9,-6029.244400320131,0,5
model2,1,smc,5,000 0010 00100 1 1010 10100,6,-6031.642105140743,1,5
model2,1,smc,6,000 0010 1 100 1010,5,-6033.0840397120755,0,5
model2,1,smc,7,000 1 10 100,4,-6037.6022017822315,0,5
model2,1,smc,8,00 1 10,3,-6046.020889389282,0,5
model2,1,smc,9,0 1,2,-6110.599788785288,0,5
model2,2,smc,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-6048.610331549268,0,5
model2,2,smc,1,000000 000010 000100 001000 1 10000 100000 100010 10010 100100 1010 10100 101000,13,-6048.713557606448,0,5
model2,2,smc,2,000000 00010 000100 001000 1 10000 100000 10010 100100 1010 10100 101000,12,-6048.902099651676,0,5
model2,2,smc,3,000000 00010 001000 1 100 10000 100000 10010 1010 101000,10,-6050.032766678904,0,5
model2,2,smc,4,0000 00010 001000 1 100 10010 1010 101000,8,-6050.820676677516,0,5
model2,2,smc,5,0000 001000 1 10 100 101000,6,-6053.227390053656,1,5
model2,2,smc,6,0000 1 10 100 1000,5,-6053.800484063239,0,5
model2,2,smc,7,000 1 10 100,4,-6055.118416713582,0,5
model2,2,smc,8,00 1 10,3,-6067.807327070124,0,5
model2,2,smc,9,0 1,2,-6164.84299779108,0,5
