model_name,sample_idx,method,tree_idx,tree,num_contexts,likelihood,opt,opt_idx
model1,0,smc,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-3415.2851186334315,0,3
model1,0,smc,1,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010,13,-3415.2895134745313,0,3
model1,0,smc,2,00000 000010 001000 001010 1 100 10000 100010 10010 101000 101010,11,-3415.5573559397367,0,3
model1,0,smc,3,00000 000010 001000 1 100 10000 100010 10010 1010 101000,10,-3415.5995996962583,1,3
model1,0,smc,4,00000 000010 1 100 1000 10000 100010 10010 1010,9,-3415.8047331839184,0,3
model1,0,smc,5,00000 00010 1 100 1000 10000 10010 1010,8,-3416.171363819947,0,3
model1,0,smc,6,00000 1 10 100 1000 10000,6,-3417.4615335302833,0,3
model1,0,smc,7,00 1 10,3,-3421.327998187772,0,3
model1,0,smc,8,0 1,2,-3443.7386495005294,0,3
model1,1,smc,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-3449.04894444213,0,4
model1,1,smc,1,000000 00010 000100 001000 001010 1 10000 100000 10010 100100 10100 101000 101010,13,-3449.051998635271,0,4
model1,1,smc,2,000000 00010 00100 001000 001010 1 10000 100000 10010 10100 101000 101010,12,-3449.132229819346,0,4
model1,1,smc,3,000000 00010 001000 001010 1 100 10000 100000 10010 101000 101010,11,-3449.532314657047,0,4
model1,1,smc,4,000000 001000 1 10 100 10000 100000 101000,8,-3451.024461774363,1,4
model1,1,smc,5,0000 001000 1 10 100 101000,6,-3452.8346541744677,0,4
model1,1,smc,6,00 1 10,3,-3455.727746618536,0,4
model1,1,smc,7,0 1,2,-3496.343618718484,0,4
model1,2,smc,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-3459.0320424723914,0,6
model1,2,smc,1,000000 000010 000100 001000 1 10000 100000 100010 10010 100100 1010 10100 101000,13,-3459.056956605671,0,6
model1,2,smc,2,000000 000010 000100 1 1000 10000 100000 100010 10010 100100 1010 10100,12,-3459.1649710551933,0,6
model1,2,smc,3,000000 000010 1 100 1000 10000 100000 100010 10010 1010,10,-3459.392682933911,0,6
model1,2,smc,4,000000 0010 1 100 1000 10000 100000 1010,8,-3459.746436604365,0,6
model1,2,smc,5,0000 0010 1 100 1000 1010,6,-3461.114542435199,0,6
model1,2,smc,6,0000 1 10 100 1000,5,-3461.857819623764,1,6
model1,2,smc,7,000 1 10 100,4,-3463.1972597844483,0,6
model1,2,smc,8,00 1 10,3,-3468.8614821603323,0,6
model1,2,smc,9,0 1,2,-3493.2662463957786,0,6
model1,3,smc,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-3368.229363416911,0,4
model1,3,smc,1,000000 000010 000100 001000 1 10000 100000 100010 10010 100100 1010 10100 101000,13,-3368.375569535659,0,4
model1,3,smc,2,000000 000010 000100 1 1000 10000 100000 100010 10010 100100 1010 10100,12,-3368.597573112078,0,4
model1,3,smc,3,000000 000100 1 10 1000 10000 100000 100100 10100,9,-3370.3593633855626,0,4
