model_name,sample_idx,method,tree_idx,tree,num_contexts,likelihood,opt,opt_idx
model2,0,smc,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-1394.7754928904828,0,8
model2,0,smc,1,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010,13,-1394.7967795075792,0,8
model2,0,smc,2,0000 000010 000100 001000 001010 1 100010 10010 100100 10100 101000 101010,12,-1394.8249856556154,0,8
model2,0,smc,3,0000 00010 000100 001000 001010 1 10010 100100 10100 101000 101010,11,-1394.8745602328372,0,8
model2,0,smc,4,0000 00010 001000 001010 1 100 10010 101000 101010,9,-1395.9106673322358,0,8
model2,0,smc,5,0000 00010 001000 1 100 10010 1010 101000,8,-1396.4315546050989,0,8
model2,0,smc,6,0000 001000 1 10 100 101000,6,-1397.6320059629936,0,8
model2,0,smc,7,000 1 10 100,4,-1399.0606453446026,0,8
model2,0,smc,8,00 1 10,3,-1400.7125107965376,1,8
model2,0,smc,9,0 1,2,-1439.8281537320763,0,8
model2,0,smc,10,,1,-3426.643667557935,0,8
model2,1,smc,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-1499.6289508158188,0,7
model2,1,smc,1,000000 000010 000100 001010 1 1000 10000 100000 100010 10010 100100 10100 101010,13,-1499.6554869630365,0,7
model2,1,smc,2,00000 000010 000100 001010 1 1000 10000 100010 10010 100100 10100 101010,12,-1499.7081428679226,0,7
model2,1,smc,3,00000 000010 001010 1 100 1000 10000 100010 10010 101010,10,-1499.8367472284049,0,7
model2,1,smc,4,00000 0010 001010 1 100 1000 10000 101010,8,-1500.080867058755,0,7
model2,1,smc,5,00000 0010 1 100 1000 10000 1010,7,-1500.2175847112321,0,7
model2,1,smc,6,00000 1 10 100 1000 10000,6,-1500.358373497134,0,7
model2,1,smc,7,000 1 10 100,4,-1501.3036279430416,1,7
model2,1,smc,8,00 1 10,3,-1504.0257617115735,0,7
model2,1,smc,9,0 1,2,-1530.9686585842164,0,7
model2,1,smc,10,,1,-3418.366949275034,0,7
model2,2,smc,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-1511.9823422310317,0,6
model2,2,smc,1,000000 00010 000100 001000 001010 1 10000 100000 10010 100100 10100 101000 101010,13,-1511.9859771902911,0,6
model2,2,smc,2,000000 000100 0010 001000 001010 1 10000 100000 100100 10100 101000 101010,12,-1511.9928642525315,0,6
model2,2,smc,3,000000 000100 0010 001010 1 1000 10000 100000 100100 10100 101010,11,-1512.0287190697188,0,6
model2,2,smc,4,000 000100 0010 001010 1 100100 10100 101010,8,-1512.5075579799452,0,6
model2,2,smc,5,000 0010 001010 1 100 101010,6,-1513.3445115836307,0,6
model2,2,smc,6,000 1 10 100,4,-1515.4523543811931,1,6
model2,2,smc,7,00 1 10,3,-1519.3914294095612,0,6
model2,2,smc,8,0 1,2,-1557.221058932339,0,6
model2,2,smc,9,,1,-3415.6837620732335,0,6
model2,3,smc,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-1518.9353411778268,0,6
model2,3,smc,1,000000 000010 000100 001000 1 10000 100000 100010 10010 100100 1010 10100 101000,13,-1518.9358827223768,0,6
model2,3,smc,2,00000 000010 000100 001000 1 10000 100010 10010 100100 1010 10100 101000,12,-1518.9505153718878,0,6
model2,3,smc,3,0000 000010 000100 001000 1 100010 10010 100100 1010 10100 101000,11,-1519.038547955125,0,6
model2,3,smc,4,0000 000010 001000 1 100 100010 10010 1010 101000,9,-1519.4077824349133,0,6
