model_name,sample_idx,method,tree_idx,tree,num_contexts,likelihood,opt,opt_idx
model1,0,smc,0,000000 1 10 100 1000 10000 100000,7,-3414.8301937239557,0,2
model1,0,smc,1,00000 1 10 100 1000 10000,6,-3414.834588565056,0,2
model1,0,smc,2,00 1 10,3,-3418.6926392408677,1,2
model1,0,smc,3,0 1,2,-3439.8606695525855,0,2
model1,1,smc,0,000000 1 10 100 1000 10000 100000,7,-3450.9502775991427,0,2
model1,1,smc,1,0000 1 10 100 1000,5,-3452.7604699992476,0,2
model1,1,smc,2,00 1 10,3,-3453.971647386528,1,2
model1,1,smc,3,0 1,2,-3493.4185657903763,0,2
model1,2,smc,0,000000 1 10 100 1000 10000 100000,7,-3460.117843954209,0,2
model1,2,smc,1,0000 1 10 100 1000,5,-3461.485949785043,0,2
model1,2,smc,2,000 1 10 100,4,-3462.496366256525,1,2
model1,2,smc,3,00 1 10,3,-3466.7415497581746,0,2
model1,2,smc,4,0 1,2,-3489.089094960401,0,2
model1,3,smc,0,000000 1 10 100 1000 10000 100000,7,-3370.9682630807606,0,1
model1,3,smc,1,000 1 10 100,4,-3372.3797937036957,1,1
model1,3,smc,2,00 1 10,3,-3374.7736985300508,0,1
model1,3,smc,3,0 1,2,-3403.9558410533964,0,1
model1,4,smc,0,000000 1 10 100 1000 10000 100000,7,-3333.488698940057,0,1
model1,4,smc,1,00 1 10,3,-3335.1364004316433,1,1
model1,4,smc,2,0 1,2,-3355.8259275272503,0,1
model1,5,smc,0,000000 1 10 100 1000 10000 100000,7,-3360.271092536467,0,3
model1,5,smc,1,00000 1 10 100 1000 10000,6,-3360.478756943593,0,3
model1,5,smc,2,000 1 10 100,4,-3362.455700980549,0,3
model1,5,smc,3,00 1 10,3,-3363.2219022947525,1,3
model1,5,smc,4,0 1,2,-3392.600662429284,0,3
model1,6,smc,0,000000 1 10 100 1000 10000 100000,7,-3396.4278831468546,0,2
model1,6,smc,1,0000 1 10 100 1000,5,-3396.8190551229186,0,2
model1,6,smc,2,000 1 10 100,4,-3397.0040046034414,1,2
model1,6,smc,3,00 1 10,3,-3400.2466852628795,0,2
model1,6,smc,4,0 1,2,-3434.130352004121,0,2
model1,7,smc,0,000000 1 10 100 1000 10000 100000,7,-3316.0330269289166,0,2
model1,7,smc,1,0000 1 10 100 1000,5,-3317.2949713881044,0,2
model1,7,smc,2,000 1 10 100,4,-3318.633739348995,1,2
model1,7,smc,3,00 1 10,3,-3320.879606354959,0,2
model1,7,smc,4,0 1,2,-3347.846990044761,0,2
model1,8,smc,0,000000 1 10 100 1000 10000 100000,7,-3344.5686147122715,0,1
model1,8,smc,1,000 1 10 100,4,-3347.3130157560463,1,1
model1,8,smc,2,00 1 10,3,-3353.3836309195785,0,1
model1,8,smc,3,0 1,2,-3383.469800200152,0,1
model1,9,smc,0,000000 1 10 100 1000 10000 100000,7,-3354.449605240263,0,3
model1,9,smc,1,0000 1 10 100 1000,5,-3354.7608130995277,0,3
model1,9,smc,2,000 1 10 100,4,-3354.994262555656,0,3
model1,9,smc,3,00 1 10,3,-3356.7460551345625,1,3
model1,9,smc,4,0 1,2,-3391.3022431367804,0,3
model1,10,smc,0,000000 1 10 100 1000 10000 100000,7,-3402.2729317927115,0,4
model1,10,smc,1,00000 1 10 100 1000 10000,6,-3402.2764330568607,0,4
model1,10,smc,2,0000 1 10 100 1000,5,-3402.8098434583403,0,4
model1,10,smc,3,000 1 10 100,4,-3403.388263294953,0,4
model1,10,smc,4,00 1 10,3,-3404.0675318533977,1,4
model1,10,smc,5,0 1,2,-3430.9457275494137,0,4
model1,11,smc,0,000000 1 10 100 1000 10000 100000,7,-3445.195001237683,0,2
model1,11,smc,1,00000 1 10 100 1000 10000,6,-3445.395335911537,0,2
model1,11,smc,2,00 1 10,3,-3448.3510852358286,1,2
model1,11,smc,3,0 1,2,-3471.6722588994303,0,2
model1,12,smc,0,000000 1 10 100 1000 10000 100000,7,-3369.901613032279,0,2
model1,12,smc,1,0000 1 10 100 1000,5,-3370.6549006218715,0,2
model1,12,smc,2,000 1 10 100,4,-3370.780054524186,1,2
model1,12,smc,3,00 1 10,3,-3375.0866815542513,0,2
model1,12,smc,4,0 1,2,-3390.3218495043448,0,2
model1,13,smc,0,000000 1 10 100 1000 10000 100000,7,-3443.819640318447,0,3
model1,13,smc,1,0000 1 10 100 1000,5,-3444.1612441412717,0,3
model1,13,smc,2,000 1 10 100,4,-3444.1653014795356,0,3
model1,13,smc,3,00 1 10,3,-3447.397235771376,1,3
model1,13,smc,4,0 1,2,-3462.9041530229224,0,3
