instance_name	model	df	resamples	num_cores	samples_path	temp_folder	results_folder	scan_offset	perl_compatible	c_min	c_max
model1_csz_200_off6	model1	csizar_and_talata	200	3	./simulation_study/samples			6	True	0.0	500.0
