model_name,sample_idx,method,c,tree_idx,tree,num_contexts,likelihood,opt,opt_idx
model1,4,smc,0.2447617947200904,4,00 0010 001010 1 101010,5,-1666.1482382249321,0,5
model1,4,smc,0.651840960018633,5,00 1 10,3,-1671.700067645404,1,5
model1,4,smc,2.1271863865454677,6,0 1,2,-1680.7588944466636,0,5
model1,4,smc,403.9554228836482,7,,1,-3401.042081495572,0,5
model1,5,smc,0.0,0,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010,13,-1698.185131049999,0,5
model1,5,smc,0.009972602128982544,1,00000 000010 000100 001000 1 10000 100010 10010 100100 1010 10100 101000,12,-1698.2275974626502,0,5
model1,5,smc,0.05740205220006178,2,00000 000010 001000 1 100 10000 100010 10010 1010 101000,10,-1698.7164786352366,0,5
model1,5,smc,0.12506045682693667,3,00000 001000 1 10 100 10000 101000,7,-1700.314213074009,0,5
model1,5,smc,0.256716530701553,4,00000 1 10 100 1000 10000,6,-1701.4074635978961,0,5
model1,5,smc,0.2752477810727908,5,00 1 10,3,-1704.92396893384,1,5
model1,5,smc,3.968239725712926,6,0 1,2,-1721.8230861757274,0,5
model1,5,smc,392.88009114711275,7,,1,-3394.9409006661745,0,5
model1,6,smc,0.0,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-1665.6482045955281,0,6
model1,6,smc,0.0007338821887969971,1,000000 000010 001000 001010 1 100 10000 100000 100010 10010 101000 101010,12,-1665.6544540511873,0,6
model1,6,smc,0.014130006439683207,2,000000 000010 001000 1 100 10000 100000 100010 10010 1010 101000,11,-1665.7146195649432,0,6
model1,6,smc,0.042724526666329934,3,000000 000010 1 100 1000 10000 100000 100010 10010 1010,10,-1665.896537934506,0,6
model1,6,smc,0.07823095954091872,4,000000 1 10 100 1000 10000 100000,7,-1666.8959557840155,0,6
model1,6,smc,0.09185593932861114,5,000 1 10 100,4,-1668.0694670920625,0,6
model1,6,smc,0.1837196196996006,6,00 1 10,3,-1668.8518328229504,1,6
model1,6,smc,1.7819969278133385,7,0 1,2,-1676.4406168336757,0,6
model1,6,smc,405.0429122418525,8,,1,-3401.3549821220604,0,6
