model_name,sample_idx,method,tree_idx,tree,num_contexts,opt
model2,79,smc,2,000000 001000 010 0100 1 10000 100000 101000,8,0
model2,79,smc,3,000000 010 0100 01000 1 10000 100000,7,0
model2,79,smc,4,0000 010 0100 01000 1,5,0
model2,79,smc,5,000 010 0100 1,4,0
model2,79,smc,6,00 010 1,3,0
model2,79,smc,7,0 1,2,0
model2,80,smc,0,000000 000010 000100 1 1000 10000 100000 100010 10010 100100 1010 10100,12,0
model2,80,smc,1,000000 000010 00100 1 1000 10000 100000 100010 10010 1010 10100,11,0
model2,80,smc,2,000000 0010 00100 1 1000 10000 100000 1010 10100,9,0
model2,80,smc,3,0000 0010 00100 1 1000 1010 10100,7,0
model2,80,smc,4,0000 00100 010 1 1000 10100,6,0
model2,80,smc,5,000 00100 010 1 10100,5,0
model2,80,smc,6,000 010 0100 1,4,0
model2,80,smc,7,00 010 1,3,0
model2,80,smc,8,0 1,2,0
model2,81,smc,0,000000 1 10 100 1000 10000 100000,7,0
model2,81,smc,1,00000 1 10 100 1000 10000,6,0
model2,81,smc,2,000 1 10 100,4,0
model2,81,smc,3,00 1 10,3,0
model2,81,smc,4,0 1,2,0
model2,82,smc,0,000000 000010 000100 1 1000 10000 100000 100010 10010 100100 1010 10100,12,0
model2,82,smc,1,000 000010 000100 1 100010 10010 100100 1010 10100,9,0
model2,82,smc,2,000 000100 010 1 100100 10100,6,0
model2,82,smc,3,000 00100 010 1 10100,5,0
model2,82,smc,4,000 010 0100 1,4,0
model2,82,smc,5,00 010 1,3,0
model2,82,smc,6,0 1,2,0
model2,83,smc,0,000000 000010 000100 1 1000 10000 100000 100010 10010 100100 1010 10100,12,0
model2,83,smc,1,000 000010 000100 1 100010 10010 100100 1010 10100,9,0
model2,83,smc,2,000 000100 0010 1 100100 1010 10100,7,0
model2,83,smc,3,000 000100 010 1 100100 10100,6,0
model2,83,smc,4,000 00100 010 1 10100,5,0
model2,83,smc,5,000 010 0100 1,4,0
model2,83,smc,6,00 010 1,3,0
model2,83,smc,7,0 1,2,0
model2,84,smc,0,000000 1 10 100 1000 10000 100000,7,0
model2,84,smc,1,00000 1 10 100 1000 10000,6,0
model2,84,smc,2,0000 1 10 100 1000,5,0
model2,84,smc,3,000 1 10 100,4,0
model2,84,smc,4,00 1 10,3,0
model2,84,smc,5,0 1,2,0
model2,85,smc,0,000000 1 10 100 1000 10000 100000,7,0
model2,85,smc,1,0000 1 10 100 1000,5,0
model2,85,smc,2,000 1 10 100,4,0
model2,85,smc,3,00 1 10,3,0
model2,85,smc,4,0 1,2,0
model2,86,smc,0,000000 1 10 100 1000 10000 100000,7,0
model2,86,smc,1,00000 1 10 100 1000 10000,6,0
model2,86,smc,2,0000 1 10 100 1000,5,0
model2,86,smc,3,000 1 10 100,4,0
model2,86,smc,4,00 1 10,3,0
model2,86,smc,5,0 1,2,0
model2,87,smc,0,000000 1 10 100 1000 10000 100000,7,0
model2,87,smc,1,00000 1 10 100 1000 10000,6,0
model2,87,smc,2,000 1 10 100,4,0
model2,87,smc,3,00 1 10,3,0
model2,87,smc,4,0 1,2,0
model2,88,smc,0,000000 000010 000100 1 1000 10000 100000 100010 10010 100100 1010 10100,12,0
model2,88,smc,1,000000 000100 010 1 1000 10000 100000 100100 10100,9,0
model2,88,smc,2,000000 00100 010 1 1000 10000 100000 10100,8,0
model2,88,smc,3,00000 00100 010 1 1000 10000 10100,7,0
model2,88,smc,4,00000 010 0100 1 1000 10000,6,0
model2,88,smc,5,000 010 0100 1,4,0
model2,88,smc,6,00 010 1,3,0
model2,88,smc,7,0 1,2,0
model2,89,smc,0,000000 000010 000100 1 1000 10000 100000 100010 10010 100100 1010 10100,12,0
model2,89,smc,1,000000 000100 010 1 1000 10000 100000 100100 10100,9,0
model2,89,smc,2,0000 000100 010 1 1000 100100 10100,7,0
model2,89,smc,3,0000 010 0100 1 1000,5,0
model2,89,smc,4,000 010 0100 1,4,0
model2,89,smc,5,00 010 1,3,0
model2,89,smc,6,0 1,2,0
model2,90,smc,0,000000 000010 000100 001000 1 10000 100000 100010 10010 100100 1010 10100 101000,13,0
model2,90,smc,1,000000 000010 000100 01000 1 10000 100000 100010 10010 100100 1010 10100,12,0
model2,90,smc,2,000000 000100 0010 01000 1 10000 100000 100100 1010 10100,10,0
model2,90,smc,3,000000 0010 00100 01000 1 10000 100000 1010 10100,9,0
model2,90,smc,4,000000 0010 0100 01000 1 10000 100000 1010,8,0
model2,90,smc,5,0000 0010 0100 01000 1 1010,6,0
model2,90,smc,6,000 0010 0100 1 1010,5,0
model2,90,smc,7,000 010 0100 1,4,0
model2,90,smc,8,00 010 1,3,0
model2,90,smc,9,0 1,2,0
model2,91,smc,0,000000 000010 000100 001000 1 10000 100000 100010 10010 100100 1010 10100 101000,13,0
model2,91,smc,1,0000 000010 000100 001000 1 100010 10010 100100 1010 10100 101000,11,0
model2,91,smc,2,000 000010 000100 1 100010 10010 100100 1010 10100,9,0
model2,91,smc,3,000 000010 0100 1 100010 10010 1010,7,0
model2,91,smc,4,000 00010 0100 1 10010 1010,6,0
model2,91,smc,5,000 0010 0100 1 1010,5,0
model2,91,smc,6,000 010 0100 1,4,0
model2,91,smc,7,00 010 1,3,0
model2,91,smc,8,0 1,2,0
model2,92,smc,0,000000 1 10 100 1000 10000 100000,7,0
model2,92,smc,1,000 1 10 100,4,0
model2,92,smc,2,00 1 10,3,0
model2,92,smc,3,0 1,2,0
model2,93,smc,0,000000 000010 000100 1 1000 10000 100000 100010 10010 100100 1010 10100,12,0
model2,93,smc,1,00000 000010 000100 1 1000 10000 100010 10010 100100 1010 10100,11,0
model2,93,smc,2,00000 000100 0010 1 1000 10000 100100 1010 10100,9,0
model2,93,smc,3,00000 0010 00100 1 1000 10000 1010 10100,8,0
model2,93,smc,4,00000 00100 010 1 1000 10000 10100,7,0
model2,93,smc,5,000 00100 010 1 10100,5,0
model2,93,smc,6,000 010 0100 1,4,0
model2,93,smc,7,00 010 1,3,0
model2,93,smc,8,0 1,2,0
model2,94,smc,0,000000 000010 000100 1 1000 10000 100000 100010 10010 100100 1010 10100,12,0
model2,94,smc,1,000000 00010 000100 1 1000 10000 100000 10010 100100 1010 10100,11,0
model2,94,smc,2,000 00010 000100 1 10010 100100 1010 10100,8,0
model2,94,smc,3,000 00010 00100 1 10010 1010 10100,7,0
model2,94,smc,4,000 00100 010 1 10100,5,0
model2,94,smc,5,000 010 0100 1,4,0
model2,94,smc,6,00 010 1,3,0
model2,94,smc,7,0 1,2,0
model2,95,smc,0,000000 000010 000100 1 1000 10000 100000 100010 10010 100100 1010 10100,12,0
model2,95,smc,1,000000 000100 0010 1 1000 10000 100000 100100 1010 10100,10,0
model2,95,smc,2,00000 000100 0010 1 1000 10000 100100 1010 10100,9,0
model2,95,smc,3,00000 000100 010 1 1000 10000 100100 10100,8,0
model2,95,smc,4,00000 00100 010 1 1000 10000 10100,7,0
model2,95,smc,5,000 00100 010 1 10100,5,0
model2,95,smc,6,000 010 0100 1,4,0
model2,95,smc,7,00 010 1,3,0
model2,95,smc,8,0 1,2,0
model2,96,smc,0,000000 000010 000100 1 1000 10000 100000 100010 10010 100100 1010 10100,12,0
model2,96,smc,1,000000 000010 00100 1 1000 10000 100000 100010 10010 1010 10100,11,0
model2,96,smc,2,000000 00100 010 1 1000 10000 100000 10100,8,0
model2,96,smc,3,000000 010 0100 1 1000 10000 100000,7,0
model2,96,smc,4,000 010 0100 1,4,0
model2,96,smc,5,00 010 1,3,0
model2,96,smc,6,0 1,2,0
model2,97,smc,0,000000 000010 000100 1 1000 10000 100000 100010 10010 100100 1010 10100,12,0
model2,97,smc,1,000000 000100 0010 1 1000 10000 100000 100100 1010 10100,10,0
model2,97,smc,2,000000 0010 00100 1 1000 10000 100000 1010 10100,9,0
model2,97,smc,3,000000 00100 010 1 1000 10000 100000 10100,8,0
model2,97,smc,4,00000 00100 010 1 1000 10000 10100,7,0
model2,97,smc,5,0000 00100 010 1 1000 10100,6,0
model2,97,smc,6,000 00100 010 1 10100,5,0
model2,97,smc,7,000 010 0100 1,4,0
model2,97,smc,8,00 010 1,3,0
model2,97,smc,9,0 1,2,0
model2,98,smc,0,000000 1 10 100 1000 10000 100000,7,0
model2,98,smc,1,0000 1 10 100 1000,5,0
model2,98,smc,2,000 1 10 100,4,0
model2,98,smc,3,00 1 10,3,0
model2,98,smc,4,0 1,2,0
model2,99,smc,0,000000 000010 000100 1 1000 10000 100000 100010 10010 100100 1010 10100,12,0
model2,99,smc,1,0000 000010 000100 1 1000 100010 10010 100100 1010 10100,10,0
model2,99,smc,2,0000 000010 00100 1 1000 100010 10010 1010 10100,9,0
model2,99,smc,3,0000 00010 00100 1 1000 10010 1010 10100,8,0
model2,99,smc,4,0000 00010 0100 1 1000 10010 1010,7,0
model2,99,smc,5,0000 0010 0100 1 1000 1010,6,0
model2,99,smc,6,0000 010 0100 1 1000,5,0
model2,99,smc,7,000 010 0100 1,4,0
model2,99,smc,8,00 010 1,3,0
model2,99,smc,9,0 1,2,0
