sample_size,model_name,estimation_method,resample_n,sample_idx,tree_idx,tree,num_contexts,resample_idx,likelihood
5000,model1,smc,n2,23,1,00 1 10,3,2,-1326.7424978400504
5000,model1,smc,n2,23,2,000 1 10 100,4,0,-1119.126704947369
5000,model1,smc,n2,23,2,000 1 10 100,4,1,-1159.7806794216592
5000,model1,smc,n2,23,2,000 1 10 100,4,2,-1095.1637759784805
5000,model1,smc,n1,24,0,0 1,2,0,-854.4733960993831
5000,model1,smc,n1,24,0,0 1,2,1,-835.4259332166698
5000,model1,smc,n1,24,0,0 1,2,2,-794.3043723443192
5000,model1,smc,n1,24,1,00 1 10,3,0,-454.90765899802943
5000,model1,smc,n1,24,1,00 1 10,3,1,-449.42148389588795
5000,model1,smc,n1,24,1,00 1 10,3,2,-422.95641391730453
5000,model1,smc,n2,24,0,0 1,2,0,-2515.320398027964
5000,model1,smc,n2,24,0,0 1,2,1,-2466.93259993568
5000,model1,smc,n2,24,0,0 1,2,2,-2437.7733531498784
5000,model1,smc,n2,24,1,00 1 10,3,0,-1343.5275494243306
5000,model1,smc,n2,24,1,00 1 10,3,1,-1323.5598305968465
5000,model1,smc,n2,24,1,00 1 10,3,2,-1298.37566913327
5000,model1,smc,n1,25,0,0 1,2,0,-858.0446081861928
5000,model1,smc,n1,25,0,0 1,2,1,-825.366967107919
5000,model1,smc,n1,25,0,0 1,2,2,-786.0477654274225
5000,model1,smc,n1,25,1,00 1 10,3,0,-463.936160775982
5000,model1,smc,n1,25,1,00 1 10,3,1,-442.4352440088445
5000,model1,smc,n1,25,1,00 1 10,3,2,-412.95293598297224
5000,model1,smc,n1,25,2,000 1 10 100,4,0,-380.37541921098705
5000,model1,smc,n1,25,2,000 1 10 100,4,1,-368.69954395405296
5000,model1,smc,n1,25,2,000 1 10 100,4,2,-356.9834046392093
5000,model1,smc,n2,25,0,0 1,2,0,-2582.5395659335445
5000,model1,smc,n2,25,0,0 1,2,1,-2547.7830376628567
5000,model1,smc,n2,25,0,0 1,2,2,-2467.822791816339
5000,model1,smc,n2,25,1,00 1 10,3,0,-1396.358519882751
5000,model1,smc,n2,25,1,00 1 10,3,1,-1373.8547143199535
5000,model1,smc,n2,25,1,00 1 10,3,2,-1311.0776910646573
5000,model1,smc,n2,25,2,000 1 10 100,4,0,-1153.9980970115828
5000,model1,smc,n2,25,2,000 1 10 100,4,1,-1129.2424297831476
5000,model1,smc,n2,25,2,000 1 10 100,4,2,-1109.4041438152553
5000,model1,smc,n1,26,0,0 1,2,0,-785.5696747696112
5000,model1,smc,n1,26,0,0 1,2,1,-767.175877570879
5000,model1,smc,n1,26,0,0 1,2,2,-820.788024126396
5000,model1,smc,n1,26,1,000 1 10 100,4,0,-357.8228002888371
5000,model1,smc,n1,26,1,000 1 10 100,4,1,-346.1847970839716
5000,model1,smc,n1,26,1,000 1 10 100,4,2,-380.57877979896296
5000,model1,smc,n2,26,0,0 1,2,0,-2403.713737218107
5000,model1,smc,n2,26,0,0 1,2,1,-2345.121019710794
5000,model1,smc,n2,26,0,0 1,2,2,-2446.9427271823115
5000,model1,smc,n2,26,1,000 1 10 100,4,0,-1085.880217811742
5000,model1,smc,n2,26,1,000 1 10 100,4,1,-1065.2127800607261
5000,model1,smc,n2,26,1,000 1 10 100,4,2,-1115.9441895439695
5000,model1,smc,n1,27,0,0 1,2,0,-884.1645842036723
5000,model1,smc,n1,27,0,0 1,2,1,-843.8175428379186
5000,model1,smc,n1,27,0,0 1,2,2,-850.3368371150146
5000,model1,smc,n1,27,1,00 1 10,3,0,-489.98224601593415
5000,model1,smc,n1,27,1,00 1 10,3,1,-453.00778637757503
5000,model1,smc,n1,27,1,00 1 10,3,2,-462.4552546142602
5000,model1,smc,n2,27,0,0 1,2,0,-2670.211920265044
5000,model1,smc,n2,27,0,0 1,2,1,-2552.040039837817
5000,model1,smc,n2,27,0,0 1,2,2,-2569.7656995814955
5000,model1,smc,n2,27,1,00 1 10,3,0,-1460.0227744772383
5000,model1,smc,n2,27,1,00 1 10,3,1,-1373.6944030970917
5000,model1,smc,n2,27,1,00 1 10,3,2,-1391.057347442102
5000,model1,smc,n1,28,0,0 1,2,0,-877.1368396615917
5000,model1,smc,n1,28,0,0 1,2,1,-832.7049780289256
5000,model1,smc,n1,28,0,0 1,2,2,-861.404667174011
5000,model1,smc,n1,28,1,00 1 10,3,0,-476.9874873719824
5000,model1,smc,n1,28,1,00 1 10,3,1,-445.8781940999075
5000,model1,smc,n1,28,1,00 1 10,3,2,-471.1739258910862
5000,model1,smc,n2,28,0,0 1,2,0,-2575.6136211954326
5000,model1,smc,n2,28,0,0 1,2,1,-2585.9043841319935
5000,model1,smc,n2,28,0,0 1,2,2,-2591.7283291997346
5000,model1,smc,n2,28,1,00 1 10,3,0,-1388.7299342092595
5000,model1,smc,n2,28,1,00 1 10,3,1,-1390.3812940403998
5000,model1,smc,n2,28,1,00 1 10,3,2,-1405.4452347053816
5000,model1,smc,n1,29,0,0 1,2,0,-856.5216686886815
5000,model1,smc,n1,29,0,0 1,2,1,-867.5263584985514
5000,model1,smc,n1,29,0,0 1,2,2,-858.3884090332392
5000,model1,smc,n1,29,1,00 1 10,3,0,-462.8396928799963
5000,model1,smc,n1,29,1,00 1 10,3,1,-469.98009882406905
5000,model1,smc,n1,29,1,00 1 10,3,2,-463.5664602738693
5000,model1,smc,n1,29,2,000 1 10 100,4,0,-376.678237896378
5000,model1,smc,n1,29,2,000 1 10 100,4,1,-382.58814735206914
5000,model1,smc,n1,29,2,000 1 10 100,4,2,-383.66206513778206
5000,model1,smc,n2,29,0,0 1,2,0,-2540.0746010296616
5000,model1,smc,n2,29,0,0 1,2,1,-2580.746661565572
5000,model1,smc,n2,29,0,0 1,2,2,-2572.7545402972214
5000,model1,smc,n2,29,1,00 1 10,3,0,-1354.9424822679912
5000,model1,smc,n2,29,1,00 1 10,3,1,-1392.455059097461
5000,model1,smc,n2,29,1,00 1 10,3,2,-1381.9106771683703
5000,model1,smc,n2,29,2,000 1 10 100,4,0,-1122.644674619347
5000,model1,smc,n2,29,2,000 1 10 100,4,1,-1138.3345431404096
5000,model1,smc,n2,29,2,000 1 10 100,4,2,-1140.1435931720773
5000,model1,smc,n1,30,0,0 1,2,0,-846.3571809317101
5000,model1,smc,n1,30,0,0 1,2,1,-843.2046841877337
5000,model1,smc,n1,30,0,0 1,2,2,-845.4409317616596
5000,model1,smc,n1,30,1,00 1 10,3,0,-448.35896516071546
5000,model1,smc,n1,30,1,00 1 10,3,1,-452.3587611279341
5000,model1,smc,n1,30,1,00 1 10,3,2,-457.4587183132886
5000,model1,smc,n1,30,2,000 1 10 100,4,0,-379.43611224091
5000,model1,smc,n1,30,2,000 1 10 100,4,1,-363.9538240662199
5000,model1,smc,n1,30,2,000 1 10 100,4,2,-369.5442223979511
5000,model1,smc,n2,30,0,0 1,2,0,-2573.1386575272263
5000,model1,smc,n2,30,0,0 1,2,1,-2553.420818383495
5000,model1,smc,n2,30,0,0 1,2,2,-2578.1259935090657
5000,model1,smc,n2,30,1,00 1 10,3,0,-1398.0732528262506
5000,model1,smc,n2,30,1,00 1 10,3,1,-1368.3174895382515
5000,model1,smc,n2,30,1,00 1 10,3,2,-1385.7716912298479
5000,model1,smc,n2,30,2,000 1 10 100,4,0,-1108.2120256669364
5000,model1,smc,n2,30,2,000 1 10 100,4,1,-1117.9843016518007
5000,model1,smc,n2,30,2,000 1 10 100,4,2,-1142.6671747422456
5000,model1,smc,n1,31,0,0 1,2,0,-841.0178939118089
5000,model1,smc,n1,31,0,0 1,2,1,-832.933185912377
5000,model1,smc,n1,31,0,0 1,2,2,-851.6270574847845
5000,model1,smc,n1,31,1,00 1 10,3,0,-457.37755352847466
5000,model1,smc,n1,31,1,00 1 10,3,1,-451.0178027920591
5000,model1,smc,n1,31,1,00 1 10,3,2,-452.7982117836218
5000,model1,smc,n1,31,2,000 1 10 100,4,0,-354.290478289297
5000,model1,smc,n1,31,2,000 1 10 100,4,1,-358.11902282044747
5000,model1,smc,n1,31,2,000 1 10 100,4,2,-377.78067882063203
5000,model1,smc,n2,31,0,0 1,2,0,-2524.7424979321822
5000,model1,smc,n2,31,0,0 1,2,1,-2495.745325440417
5000,model1,smc,n2,31,0,0 1,2,2,-2518.6957906096895
5000,model1,smc,n2,31,1,00 1 10,3,0,-1369.3746867698692
5000,model1,smc,n2,31,1,00 1 10,3,1,-1348.4940978488034
5000,model1,smc,n2,31,1,00 1 10,3,2,-1357.290171231051
5000,model1,smc,n2,31,2,000 1 10 100,4,0,-1094.2150689563357
5000,model1,smc,n2,31,2,000 1 10 100,4,1,-1095.3895069491725
5000,model1,smc,n2,31,2,000 1 10 100,4,2,-1110.3638893519346
5000,model1,smc,n1,32,0,0 1,2,0,-851.8664223374651
5000,model1,smc,n1,32,0,0 1,2,1,-844.7592238453644
5000,model1,smc,n1,32,0,0 1,2,2,-872.5126860593535
5000,model1,smc,n1,32,1,00 1 10,3,0,-464.28612034847606
5000,model1,smc,n1,32,1,00 1 10,3,1,-453.4713328319795
5000,model1,smc,n1,32,1,00 1 10,3,2,-470.3346335031514
5000,model1,smc,n1,32,2,000 1 10 100,4,0,-369.3344317211215
5000,model1,smc,n1,32,2,000 1 10 100,4,1,-364.8902836276793
5000,model1,smc,n1,32,2,000 1 10 100,4,2,-386.46807361167373
5000,model1,smc,n2,32,0,0 1,2,0,-2593.6762903319873
5000,model1,smc,n2,32,0,0 1,2,1,-2596.744530045157
5000,model1,smc,n2,32,0,0 1,2,2,-2604.9888234564132
5000,model1,smc,n2,32,1,00 1 10,3,0,-1402.21765053778
5000,model1,smc,n2,32,1,00 1 10,3,1,-1401.6909442706126
5000,model1,smc,n2,32,1,00 1 10,3,2,-1405.9296951065753
5000,model1,smc,n2,32,2,000 1 10 100,4,0,-1143.860322295084
5000,model1,smc,n2,32,2,000 1 10 100,4,1,-1140.5481077455117
5000,model1,smc,n2,32,2,000 1 10 100,4,2,-1140.9134738979417
5000,model1,smc,n1,33,0,0 1,2,0,-854.7005802741799
5000,model1,smc,n1,33,0,0 1,2,1,-879.784890908408
5000,model1,smc,n1,33,0,0 1,2,2,-868.4531552272706
5000,model1,smc,n1,33,1,00 1 10,3,0,-447.56083502967
5000,model1,smc,n1,33,1,00 1 10,3,1,-475.3147338827574
5000,model1,smc,n1,33,1,00 1 10,3,2,-469.90262532245737
5000,model1,smc,n1,33,2,000 1 10 100,4,0,-385.65973907812236
5000,model1,smc,n1,33,2,000 1 10 100,4,1,-382.0751857141775
5000,model1,smc,n1,33,2,000 1 10 100,4,2,-385.81608768308797
5000,model1,smc,n2,33,0,0 1,2,0,-2523.2217645325854
5000,model1,smc,n2,33,0,0 1,2,1,-2516.605454600579
5000,model1,smc,n2,33,0,0 1,2,2,-2613.3103273351453
5000,model1,smc,n2,33,1,00 1 10,3,0,-1338.693771719335
5000,model1,smc,n2,33,1,00 1 10,3,1,-1349.4804640713603
5000,model1,smc,n2,33,1,00 1 10,3,2,-1416.5769675581807
5000,model1,smc,n2,33,2,000 1 10 100,4,0,-1124.0848987459933
5000,model1,smc,n2,33,2,000 1 10 100,4,1,-1103.3333813865165
5000,model1,smc,n2,33,2,000 1 10 100,4,2,-1166.1977550221359
5000,model1,smc,n1,34,0,0 1,2,0,-817.6170032472476
5000,model1,smc,n1,34,0,0 1,2,1,-853.6451049331315
5000,model1,smc,n1,34,0,0 1,2,2,-854.006423381623
5000,model1,smc,n1,34,1,00 1 10,3,0,-441.19063115028763
5000,model1,smc,n1,34,1,00 1 10,3,1,-462.0345333438932
5000,model1,smc,n1,34,1,00 1 10,3,2,-459.2678159690014
5000,model1,smc,n1,34,2,000 1 10 100,4,0,-355.63741409217715
5000,model1,smc,n1,34,2,000 1 10 100,4,1,-368.2410902489761
5000,model1,smc,n1,34,2,000 1 10 100,4,2,-369.9382871257755
5000,model1,smc,n2,34,0,0 1,2,0,-2435.470962285027
5000,model1,smc,n2,34,0,0 1,2,1,-2470.8183558044593
5000,model1,smc,n2,34,0,0 1,2,2,-2543.896150563638
5000,model1,smc,n2,34,1,00 1 10,3,0,-1308.0366227759735
5000,model1,smc,n2,34,1,00 1 10,3,1,-1329.5523855992888
5000,model1,smc,n2,34,1,00 1 10,3,2,-1376.9853609895035
5000,model1,smc,n2,34,2,000 1 10 100,4,0,-1071.4409210443673
5000,model1,smc,n2,34,2,000 1 10 100,4,1,-1080.6198657874752
5000,model1,smc,n2,34,2,000 1 10 100,4,2,-1104.201243920567
5000,model1,smc,n1,35,0,0 1,2,0,-791.8569653183457
5000,model1,smc,n1,35,0,0 1,2,1,-842.7756620618113
5000,model1,smc,n1,35,0,0 1,2,2,-817.0525248018349
5000,model1,smc,n1,35,1,00 1 10,3,0,-420.32223680643904
5000,model1,smc,n1,35,1,00 1 10,3,1,-451.73380118416674
5000,model1,smc,n1,35,1,00 1 10,3,2,-430.2825915877635
5000,model1,smc,n2,35,0,0 1,2,0,-2406.873256443357
5000,model1,smc,n2,35,0,0 1,2,1,-2560.9603722488796
5000,model1,smc,n2,35,0,0 1,2,2,-2481.8773250225786
5000,model1,smc,n2,35,1,00 1 10,3,0,-1287.724248008125
5000,model1,smc,n2,35,1,00 1 10,3,1,-1392.3051951884522
5000,model1,smc,n2,35,1,00 1 10,3,2,-1324.7348185472
5000,model1,smc,n1,36,0,0 1,2,0,-855.6992658193537
5000,model1,smc,n1,36,0,0 1,2,1,-896.5992033432452
5000,model1,smc,n1,36,0,0 1,2,2,-861.3719370727481
5000,model1,smc,n1,36,1,00 1 10,3,0,-452.13941948100575
5000,model1,smc,n1,36,1,00 1 10,3,1,-484.54316905694833
5000,model1,smc,n1,36,1,00 1 10,3,2,-463.74055943184965
5000,model1,smc,n2,36,0,0 1,2,0,-2597.285965330012
5000,model1,smc,n2,36,0,0 1,2,1,-2616.4412109864097
5000,model1,smc,n2,36,0,0 1,2,2,-2553.6608522501947
5000,model1,smc,n2,36,1,00 1 10,3,0,-1383.7020776652166
5000,model1,smc,n2,36,1,00 1 10,3,1,-1395.2985567649853
5000,model1,smc,n2,36,1,00 1 10,3,2,-1370.495264571744
5000,model1,smc,n1,37,0,0 1,2,0,-824.2569114812939
5000,model1,smc,n1,37,0,0 1,2,1,-869.383604638716
5000,model1,smc,n1,37,0,0 1,2,2,-841.8260060521104
5000,model1,smc,n1,37,1,00 1 10,3,0,-443.5208157842039
5000,model1,smc,n1,37,1,00 1 10,3,1,-462.7143711262807
5000,model1,smc,n1,37,1,00 1 10,3,2,-446.13543885065496
5000,model1,smc,n1,37,2,000 1 10 100,4,0,-368.0169988047781
5000,model1,smc,n1,37,2,000 1 10 100,4,1,-384.73497773438646
5000,model1,smc,n1,37,2,000 1 10 100,4,2,-385.78102284553404
5000,model1,smc,n2,37,0,0 1,2,0,-2560.6772983810556
5000,model1,smc,n2,37,0,0 1,2,1,-2587.752000118684
5000,model1,smc,n2,37,0,0 1,2,2,-2569.5163198616574
5000,model1,smc,n2,37,1,00 1 10,3,0,-1381.262239870099
5000,model1,smc,n2,37,1,00 1 10,3,1,-1381.5172892345531
5000,model1,smc,n2,37,1,00 1 10,3,2,-1381.6530639507064
5000,model1,smc,n2,37,2,000 1 10 100,4,0,-1137.4858495224519
5000,model1,smc,n2,37,2,000 1 10 100,4,1,-1153.780618382018
5000,model1,smc,n2,37,2,000 1 10 100,4,2,-1152.748533821603
5000,model1,smc,n1,38,0,0 1,2,0,-808.1061734751627
5000,model1,smc,n1,38,0,0 1,2,1,-833.6909173930928
5000,model1,smc,n1,38,0,0 1,2,2,-808.0129463891703
5000,model1,smc,n1,38,1,00 1 10,3,0,-427.678166977569
5000,model1,smc,n1,38,1,00 1 10,3,1,-446.88575460639606
5000,model1,smc,n1,38,1,00 1 10,3,2,-429.97143657794777
5000,model1,smc,n1,38,2,000 1 10 100,4,0,-365.7822433309413
5000,model1,smc,n1,38,2,000 1 10 100,4,1,-368.1692030551764
5000,model1,smc,n1,38,2,000 1 10 100,4,2,-361.0604087847677
5000,model1,smc,n2,38,0,0 1,2,0,-2488.5955413024312
5000,model1,smc,n2,38,0,0 1,2,1,-2527.5497656310818
5000,model1,smc,n2,38,0,0 1,2,2,-2460.5472999713797
5000,model1,smc,n2,38,1,00 1 10,3,0,-1332.5734923038642
5000,model1,smc,n2,38,1,00 1 10,3,1,-1364.386167181095
5000,model1,smc,n2,38,1,00 1 10,3,2,-1313.8584838793383
5000,model1,smc,n2,38,2,000 1 10 100,4,0,-1114.6149549689915
5000,model1,smc,n2,38,2,000 1 10 100,4,1,-1120.625588663267
5000,model1,smc,n2,38,2,000 1 10 100,4,2,-1106.614445997739
5000,model1,smc,n1,39,0,0 1,2,0,-826.7962764165375
5000,model1,smc,n1,39,0,0 1,2,1,-835.2049168138121
5000,model1,smc,n1,39,0,0 1,2,2,-839.071595576062
5000,model1,smc,n1,39,1,00 1 10,3,0,-444.4472470839343
5000,model1,smc,n1,39,1,00 1 10,3,1,-450.04607365149957
5000,model1,smc,n1,39,1,00 1 10,3,2,-446.2694474451906
5000,model1,smc,n1,39,2,000 1 10 100,4,0,-364.3209953718291
5000,model1,smc,n1,39,2,000 1 10 100,4,1,-369.026162903549
5000,model1,smc,n1,39,2,000 1 10 100,4,2,-375.4160392753415
5000,model1,smc,n2,39,0,0 1,2,0,-2486.598691075633
5000,model1,smc,n2,39,0,0 1,2,1,-2495.2870309392833
5000,model1,smc,n2,39,0,0 1,2,2,-2522.259772283074
5000,model1,smc,n2,39,1,00 1 10,3,0,-1330.1773082801647
5000,model1,smc,n2,39,1,00 1 10,3,1,-1333.1395490797536
5000,model1,smc,n2,39,1,00 1 10,3,2,-1339.4168318058273
5000,model1,smc,n2,39,2,000 1 10 100,4,0,-1107.978811405081
5000,model1,smc,n2,39,2,000 1 10 100,4,1,-1115.4585886320713
5000,model1,smc,n2,39,2,000 1 10 100,4,2,-1135.9982918504672
5000,model1,smc,n1,40,0,0 1,2,0,-857.2868429470743
5000,model1,smc,n1,40,0,0 1,2,1,-855.4130899103884
5000,model1,smc,n1,40,0,0 1,2,2,-847.2721024652974
5000,model1,smc,n1,40,1,00 1 10,3,0,-463.5055483286839
5000,model1,smc,n1,40,1,00 1 10,3,1,-461.67541430381914
5000,model1,smc,n1,40,1,00 1 10,3,2,-456.213607949009
5000,model1,smc,n1,40,2,000 1 10 100,4,0,-381.48761221884905
5000,model1,smc,n1,40,2,000 1 10 100,4,1,-378.9328859405649
5000,model1,smc,n1,40,2,000 1 10 100,4,2,-380.36996651766935
5000,model1,smc,n2,40,0,0 1,2,0,-2581.716062106673
5000,model1,smc,n2,40,0,0 1,2,1,-2575.5106241459002
5000,model1,smc,n2,40,0,0 1,2,2,-2556.9362024512593
5000,model1,smc,n2,40,1,00 1 10,3,0,-1390.5205534233316
5000,model1,smc,n2,40,1,00 1 10,3,1,-1390.6403522767203
5000,model1,smc,n2,40,1,00 1 10,3,2,-1372.4443262507923
5000,model1,smc,n2,40,2,000 1 10 100,4,0,-1146.1907248961459
5000,model1,smc,n2,40,2,000 1 10 100,4,1,-1135.7447170528649
5000,model1,smc,n2,40,2,000 1 10 100,4,2,-1134.5951827456402
5000,model1,smc,n1,41,0,0 1,2,0,-804.5817354757658
5000,model1,smc,n1,41,0,0 1,2,1,-846.1289468135275
5000,model1,smc,n1,41,0,0 1,2,2,-818.1265610366082
5000,model1,smc,n1,41,1,00 1 10,3,0,-429.65070553947487
5000,model1,smc,n1,41,1,00 1 10,3,1,-458.8496368623901
5000,model1,smc,n1,41,1,00 1 10,3,2,-435.3060927778356
5000,model1,smc,n1,41,2,000 1 10 100,4,0,-357.70525974619
5000,model1,smc,n1,41,2,000 1 10 100,4,1,-363.0536372309298
5000,model1,smc,n1,41,2,000 1 10 100,4,2,-370.8596274520413
5000,model1,smc,n2,41,0,0 1,2,0,-2464.876649314418
5000,model1,smc,n2,41,0,0 1,2,1,-2469.281161530987
5000,model1,smc,n2,41,0,0 1,2,2,-2471.2265518294216
5000,model1,smc,n2,41,1,00 1 10,3,0,-1315.1361250275368
5000,model1,smc,n2,41,1,00 1 10,3,1,-1326.4131603716603
5000,model1,smc,n2,41,1,00 1 10,3,2,-1322.2466061102427
5000,model1,smc,n2,41,2,000 1 10 100,4,0,-1100.0796450981782
5000,model1,smc,n2,41,2,000 1 10 100,4,1,-1093.034584621523
5000,model1,smc,n2,41,2,000 1 10 100,4,2,-1097.930207085964
5000,model1,smc,n1,42,0,0 1,2,0,-842.6890966860158
5000,model1,smc,n1,42,0,0 1,2,1,-843.7033172933963
5000,model1,smc,n1,42,0,0 1,2,2,-840.7612140238678
5000,model1,smc,n1,42,1,00 1 10,3,0,-440.38328910404255
5000,model1,smc,n1,42,1,00 1 10,3,1,-454.13232167713176
5000,model1,smc,n1,42,1,00 1 10,3,2,-453.69228833086845
5000,model1,smc,n1,42,2,000 1 10 100,4,0,-382.11953474584953
5000,model1,smc,n1,42,2,000 1 10 100,4,1,-374.1004805223282
5000,model1,smc,n1,42,2,000 1 10 100,4,2,-361.51757238548896
5000,model1,smc,n2,42,0,0 1,2,0,-2578.0757813016035
5000,model1,smc,n2,42,0,0 1,2,1,-2528.237489165656
5000,model1,smc,n2,42,0,0 1,2,2,-2515.312211774998
5000,model1,smc,n2,42,1,00 1 10,3,0,-1371.0811445928578
5000,model1,smc,n2,42,1,00 1 10,3,1,-1363.4651162448179
5000,model1,smc,n2,42,1,00 1 10,3,2,-1353.1346166315675
5000,model1,smc,n2,42,2,000 1 10 100,4,0,-1143.890739568322
5000,model1,smc,n2,42,2,000 1 10 100,4,1,-1100.0451821569045
5000,model1,smc,n2,42,2,000 1 10 100,4,2,-1102.9351558152277
5000,model1,smc,n1,43,0,0 1,2,0,-818.1265610366082
5000,model1,smc,n1,43,0,0 1,2,1,-838.6362334888006
5000,model1,smc,n1,43,0,0 1,2,2,-811.6171179398547
5000,model1,smc,n1,43,1,00 1 10,3,0,-440.16679451284006
5000,model1,smc,n1,43,1,00 1 10,3,1,-450.17796569517685
5000,model1,smc,n1,43,1,00 1 10,3,2,-434.21614390434434
5000,model1,smc,n1,43,2,000 1 10 100,4,0,-349.7548621202859
5000,model1,smc,n1,43,2,000 1 10 100,4,1,-376.75434540626225
5000,model1,smc,n1,43,2,000 1 10 100,4,2,-355.6340562839026
5000,model1,smc,n2,43,0,0 1,2,0,-2511.440976375168
5000,model1,smc,n2,43,0,0 1,2,1,-2504.7624807271745
5000,model1,smc,n2,43,0,0 1,2,2,-2539.6283669806635
5000,model1,smc,n2,43,1,00 1 10,3,0,-1353.0283930438866
5000,model1,smc,n2,43,1,00 1 10,3,1,-1341.4407945834846
5000,model1,smc,n2,43,1,00 1 10,3,2,-1360.0079913553657
5000,model1,smc,n2,43,2,000 1 10 100,4,0,-1108.0121480474527
5000,model1,smc,n2,43,2,000 1 10 100,4,1,-1126.9142718544097
5000,model1,smc,n2,43,2,000 1 10 100,4,2,-1122.538891184226
5000,model1,smc,n1,44,0,0 1,2,0,-847.0505309265703
5000,model1,smc,n1,44,0,0 1,2,1,-847.7500408749215
5000,model1,smc,n1,44,0,0 1,2,2,-795.5904684316962
5000,model1,smc,n1,44,1,00 1 10,3,0,-456.227515478799
5000,model1,smc,n1,44,1,00 1 10,3,1,-457.4630011477433
5000,model1,smc,n1,44,1,00 1 10,3,2,-421.71862329799916
5000,model1,smc,n1,44,2,000 1 10 100,4,0,-369.8912891086449
5000,model1,smc,n1,44,2,000 1 10 100,4,1,-372.65923817006023
5000,model1,smc,n1,44,2,000 1 10 100,4,2,-354.2580803880586
5000,model1,smc,n2,44,0,0 1,2,0,-2486.3904436202083
5000,model1,smc,n2,44,0,0 1,2,1,-2526.352837652025
5000,model1,smc,n2,44,0,0 1,2,2,-2462.077090860158
5000,model1,smc,n2,44,1,00 1 10,3,0,-1335.4858014012677
5000,model1,smc,n2,44,1,00 1 10,3,1,-1358.1025651192635
5000,model1,smc,n2,44,1,00 1 10,3,2,-1319.06960606391
5000,model1,smc,n2,44,2,000 1 10 100,4,0,-1091.6387967512942
5000,model1,smc,n2,44,2,000 1 10 100,4,1,-1123.2086614171444
5000,model1,smc,n2,44,2,000 1 10 100,4,2,-1084.2511486533206
5000,model1,smc,n1,45,0,0 1,2,0,-837.3510341616193
5000,model1,smc,n1,45,0,0 1,2,1,-811.5228706272355
5000,model1,smc,n1,45,0,0 1,2,2,-807.1249849440192
5000,model1,smc,n1,45,1,00 1 10,3,0,-450.2729734528368
5000,model1,smc,n1,45,1,00 1 10,3,1,-432.1696640465867
5000,model1,smc,n1,45,1,00 1 10,3,2,-429.40975468561595
5000,model1,smc,n1,45,2,000 1 10 100,4,0,-367.7361273418338
5000,model1,smc,n1,45,2,000 1 10 100,4,1,-361.9006334053556
5000,model1,smc,n1,45,2,000 1 10 100,4,2,-357.76127127902123
5000,model1,smc,n2,45,0,0 1,2,0,-2504.4239755634344
5000,model1,smc,n2,45,0,0 1,2,1,-2465.4677266001618
5000,model1,smc,n2,45,0,0 1,2,2,-2524.3491180157857
5000,model1,smc,n2,45,1,00 1 10,3,0,-1333.5254033569672
5000,model1,smc,n2,45,1,00 1 10,3,1,-1313.4684195627399
5000,model1,smc,n2,45,1,00 1 10,3,2,-1354.4451251175947
5000,model1,smc,n2,45,2,000 1 10 100,4,0,-1117.8848518642326
5000,model1,smc,n2,45,2,000 1 10 100,4,1,-1092.2357552554186
5000,model1,smc,n2,45,2,000 1 10 100,4,2,-1112.790827194004
5000,model1,smc,n1,46,0,0 1,2,0,-823.7702624392591
5000,model1,smc,n1,46,0,0 1,2,1,-783.3082285052709
5000,model1,smc,n1,46,0,0 1,2,2,-852.4377029112501
5000,model1,smc,n1,46,1,00 1 10,3,0,-442.5554731512759
5000,model1,smc,n1,46,1,00 1 10,3,1,-416.9311466496554
5000,model1,smc,n1,46,1,00 1 10,3,2,-457.0230660626173
5000,model1,smc,n2,46,0,0 1,2,0,-2477.7276260360977
5000,model1,smc,n2,46,0,0 1,2,1,-2456.5815908251725
5000,model1,smc,n2,46,0,0 1,2,2,-2489.217972405201
5000,model1,smc,n2,46,1,00 1 10,3,0,-1332.52049589126
5000,model1,smc,n2,46,1,00 1 10,3,1,-1317.387281802326
5000,model1,smc,n2,46,1,00 1 10,3,2,-1336.658833801686
5000,model1,smc,n1,47,0,0 1,2,0,-838.7859666696716
5000,model1,smc,n1,47,0,0 1,2,1,-807.033908397319
5000,model1,smc,n1,47,0,0 1,2,2,-827.8030651052951
5000,model1,smc,n1,47,1,00 1 10,3,0,-456.2986228624194
5000,model1,smc,n1,47,1,00 1 10,3,1,-432.24150134530817
5000,model1,smc,n1,47,1,00 1 10,3,2,-436.81535571599204
5000,model1,smc,n1,47,2,000 1 10 100,4,0,-360.18820537413427
5000,model1,smc,n1,47,2,000 1 10 100,4,1,-343.74471241403523
5000,model1,smc,n1,47,2,000 1 10 100,4,2,-371.2769756212772
5000,model1,smc,n2,47,0,0 1,2,0,-2494.435621141841
5000,model1,smc,n2,47,0,0 1,2,1,-2520.4354843723067
5000,model1,smc,n2,47,0,0 1,2,2,-2522.3800253013796
5000,model1,smc,n2,47,1,00 1 10,3,0,-1344.6230147375272
5000,model1,smc,n2,47,1,00 1 10,3,1,-1355.9269025669744
5000,model1,smc,n2,47,1,00 1 10,3,2,-1345.8362026304542
5000,model1,smc,n2,47,2,000 1 10 100,4,0,-1090.9244604444398
5000,model1,smc,n2,47,2,000 1 10 100,4,1,-1107.9536028716338
5000,model1,smc,n2,47,2,000 1 10 100,4,2,-1119.9184498994796
5000,model1,smc,n1,48,0,0 1,2,0,-799.9056310202113
5000,model1,smc,n1,48,0,0 1,2,1,-823.2509747789207
5000,model1,smc,n1,48,0,0 1,2,2,-852.5035451598043
