model_name,sample_idx,method,tree_idx,tree,num_contexts,likelihood,opt,opt_idx
model2,0,smc,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-3052.3705045771394,0,4
model2,0,smc,1,000000 000010 000100 001000 1 10000 100000 100010 10010 100100 1010 10100 101000,13,-3052.4165227743633,0,4
model2,0,smc,2,000000 000010 00100 001000 1 10000 100000 100010 10010 1010 10100 101000,12,-3052.4698001527486,0,4
model2,0,smc,3,000000 000010 001000 1 100 10000 100000 100010 10010 1010 101000,11,-3052.6034932732728,0,4
model2,0,smc,4,000000 001000 1 10 100 10000 100000 101000,8,-3053.5270807943198,1,4
model2,0,smc,5,000000 1 10 100 1000 10000 100000,7,-3054.0930529632747,0,4
model2,0,smc,6,000 1 10 100,4,-3056.113417312572,0,4
model2,0,smc,7,00 1 10,3,-3062.7658889960803,0,4
model2,0,smc,8,0 1,2,-3109.2700358626453,0,4
model2,1,smc,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-2942.6404831834648,0,6
model2,1,smc,1,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010,13,-2942.6489622409854,0,6
model2,1,smc,2,00000 000010 00100 001000 001010 1 10000 100010 10010 10100 101000 101010,12,-2942.6603235963535,0,6
model2,1,smc,3,00000 00010 00100 001000 001010 1 10000 10010 10100 101000 101010,11,-2942.705560930467,0,6
model2,1,smc,4,00000 00010 00100 001010 1 1000 10000 10010 10100 101010,10,-2942.76766519371,0,6
model2,1,smc,5,00000 00010 00100 1 1000 10000 10010 1010 10100,9,-2942.923615106459,0,6
model2,1,smc,6,00000 00010 1 100 1000 10000 10010 1010,8,-2943.6339022255897,1,6
model2,1,smc,7,00000 0010 1 100 1000 10000 1010,7,-2943.7374945880274,0,6
model2,1,smc,8,000 0010 1 100 1010,5,-2944.775882313369,0,6
model2,1,smc,9,000 1 10 100,4,-2947.6861078117213,0,6
model2,1,smc,10,00 1 10,3,-2950.5343678506033,0,6
model2,1,smc,11,0 1,2,-3011.95922444824,0,6
model2,2,smc,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-3012.808480233203,0,8
model2,2,smc,1,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010,13,-3012.81070863304,0,8
model2,2,smc,2,00000 000010 000100 001010 1 1000 10000 100010 10010 100100 10100 101010,12,-3012.8188522805585,0,8
model2,2,smc,3,00000 000010 000100 1 1000 10000 100010 10010 100100 1010 10100,11,-3012.837017095573,0,8
model2,2,smc,4,0000 000010 000100 1 1000 100010 10010 100100 1010 10100,10,-3012.8876447541124,0,8
model2,2,smc,5,0000 000010 1 100 1000 100010 10010 1010,8,-3013.435931615347,0,8
