model_name,sample_idx,method,c,tree_idx,tree,num_contexts,likelihood,opt,opt_idx
model2,4,smc,0.01746410988801017,2,000000 00010 00100 001000 001010 1 10000 100000 10010 10100 101000 101010,12,-1543.3882358652172,0,10
model2,4,smc,0.019892914325828945,3,000000 00010 00100 001010 1 1000 10000 100000 10010 10100 101010,11,-1543.4729460291765,0,10
model2,4,smc,0.02022072682928258,4,00000 00010 00100 001010 1 1000 10000 10010 10100 101010,10,-1543.5590333797713,0,10
model2,4,smc,0.033828661942629845,5,00000 00010 00100 1 1000 10000 10010 1010 10100,9,-1543.7030923930554,0,10
model2,4,smc,0.03686829315894618,6,00000 00100 1 10 1000 10000 10100,7,-1544.0170674763813,0,10
model2,4,smc,0.05868198456098855,7,00000 1 10 100 1000 10000,6,-1544.2669492833793,0,10
model2,4,smc,0.06219825314701664,8,0000 1 10 100 1000,5,-1544.5318265386577,0,10
model2,4,smc,0.25315150342519466,9,000 1 10 100,4,-1545.6098904622795,0,10
model2,4,smc,0.3681749051307889,10,00 1 10,3,-1547.177773165739,1,10
model2,4,smc,9.832275093774058,11,0 1,2,-1589.049465502204,0,10
model2,4,smc,428.1473312014559,12,,1,-3412.3562288472394,0,10
model2,5,smc,0.0,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-1480.3095199889806,0,9
model2,5,smc,0.0009164214134216309,1,000000 00010 000100 001000 001010 1 10000 100000 10010 100100 10100 101000 101010,13,-1480.3134096947056,0,9
model2,5,smc,0.04952764542115462,2,00000 00010 000100 001000 001010 1 10000 10010 100100 10100 101000 101010,12,-1480.5243265275283,0,9
model2,5,smc,0.07094221791016644,3,00000 00010 000100 001010 1 1000 10000 10010 100100 10100 101010,11,-1480.826433143376,0,9
model2,5,smc,0.07172441787509387,4,00000 00010 00100 001010 1 1000 10000 10010 10100 101010,10,-1481.1318682824476,0,9
model2,5,smc,0.12357674489689205,5,00000 0010 00100 001010 1 1000 10000 10100 101010,9,-1481.658125747123,0,9
model2,5,smc,0.1469806833373868,6,00000 0010 001010 1 100 1000 10000 101010,8,-1482.2840339877769,0,9
model2,5,smc,0.15705090717720815,7,00000 0010 1 100 1000 10000 1010,7,-1482.9528443483332,0,9
model2,5,smc,0.20074228510574077,8,00000 1 10 100 1000 10000,6,-1483.8077119666389,0,9
model2,5,smc,0.4329730147760542,9,00 1 10,3,-1489.3392126116876,1,9
model2,5,smc,4.102816849389475,10,0 1,2,-1506.8114500731344,0,9
model2,5,smc,449.42051666682664,11,,1,-3420.712130511346,0,9
model2,6,smc,0.0,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-1450.7122972339694,0,5
model2,6,smc,0.04485261160880327,1,000000 000010 000100 001000 1 10000 100000 100010 10010 100100 1010 10100 101000,13,-1450.9033063706145,0,5
model2,6,smc,0.19215972634867817,2,000000 000100 0010 001000 1 10000 100000 100100 1010 10100 101000,11,-1452.539956584691,0,5
model2,6,smc,0.3039946477317782,3,000 000100 0010 1 100100 1010 10100,7,-1457.7182511699348,0,5
model2,6,smc,0.42118059402098973,4,00 0010 1 1010,4,-1463.0990967566931,0,5
model2,6,smc,0.44491303682118766,5,00 1 10,3,-1464.9937829398245,1,5
model2,6,smc,6.263901544281628,6,0 1,2,-1491.6692078157253,0,5
model2,6,smc,453.3347296884399,7,,1,-3422.2389395197465,0,5
model2,7,smc,0.0,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-1464.35492739238,0,8
model2,7,smc,0.003684312105178833,1,000000 000010 000100 001010 1 1000 10000 100000 100010 10010 100100 10100 101010,13,-1464.3706108238403,0,8
model2,7,smc,0.00933181058304644,2,000000 000010 000100 1 1000 10000 100000 100010 10010 100100 1010 10100,12,-1464.4103195621065,0,8
model2,7,smc,0.03727096636595931,3,000 000010 000100 1 100010 10010 100100 1010 10100,9,-1464.8864002670032,0,8
model2,7,smc,0.051634614982881896,4,000 000010 00100 1 100010 10010 1010 10100,8,-1465.1062686262292,0,8
model2,7,smc,0.05819417372793095,5,000 00010 00100 1 10010 1010 10100,7,-1465.354087236651,0,8
model2,7,smc,0.09648570078979628,6,000 0010 00100 1 1010 10100,6,-1465.7649792978098,0,8
model2,7,smc,0.2773546137092874,7,000 00100 1 10 10100,5,-1466.9461132057043,0,8
model2,7,smc,0.35030001529147037,8,000 1 10 100,4,-1468.4378895736263,1,8
model2,7,smc,1.4694270758255528,9,00 1 10,3,-1474.6955837353066,0,8
model2,7,smc,4.981560499319224,10,0 1,2,-1495.9100199582465,0,8
model2,7,smc,452.22016780547006,11,,1,-3421.733259063271,0,8
model2,8,smc,0.0,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-1431.9064344085332,0,5
model2,8,smc,0.0004917383193969727,1,000000 000010 000100 001010 1 1000 10000 100000 100010 10010 100100 10100 101010,13,-1431.9085251741596,0,5
model2,8,smc,0.007048242796514614,2,000000 000010 000100 1 1000 10000 100000 100010 10010 100100 1010 10100,12,-1431.9385315347527,0,5
model2,8,smc,0.013753670809444219,3,000000 000010 1 100 1000 10000 100000 100010 10010 1010,10,-1432.05563654267,0,5
model2,8,smc,0.1584995689620864,4,0000 000010 1 100 1000 100010 10010 1010,8,-1433.405550033596,0,5
model2,8,smc,0.28254592845535276,5,0000 1 10 100 1000,5,-1437.0152738577656,1,5
model2,8,smc,0.5606566908933981,6,000 1 10 100,4,-1439.4028832019703,0,5
model2,8,smc,1.235800563784996,7,00 1 10,3,-1444.6656511835008,0,5
model2,8,smc,4.867632399789532,8,0 1,2,-1465.3949079877057,0,5
model2,8,smc,460.0293263438119,9,,1,-3424.4742305895616,0,5
model2,9,smc,0.0,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-1477.296919188992,0,8
model2,9,smc,0.003684312105178833,1,000000 000010 00100 001000 001010 1 10000 100000 100010 10010 10100 101000 101010,13,-1477.3126088892172,0,8
model2,9,smc,0.009801193701919342,2,000000 000010 00100 001010 1 1000 10000 100000 100010 10010 10100 101010,12,-1477.3543463298129,0,8
model2,9,smc,0.05058487241633888,3,00000 000010 00100 001010 1 1000 10000 100010 10010 10100 101010,11,-1477.5697650173956,0,8
model2,9,smc,0.07628677495771052,4,0000 000010 00100 001010 1 1000 100010 10010 10100 101010,10,-1477.8946317784712,0,8
model2,9,smc,0.08220535808493046,5,0000 000010 001010 1 100 1000 100010 10010 101010,9,-1478.2447043880322,0,8
model2,9,smc,0.12137593238754195,6,0000 0010 001010 1 100 1000 101010,7,-1479.278485059129,0,8
model2,9,smc,0.1527576086322307,7,00 0010 001010 1 101010,5,-1480.5795276880533,0,8
model2,9,smc,0.4733773168719473,8,00 1 10,3,-1484.6113327362318,1,8
model2,9,smc,8.379206599941496,9,0 1,2,-1520.2949714031356,0,8
model2,9,smc,445.9503053068704,10,,1,-3419.4173985397015,0,8
model2,10,smc,0.0,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-1455.1568789880862,0,7
model2,10,smc,0.008556991815567017,1,000000 000010 00100 001000 001010 1 10000 100000 100010 10010 10100 101000 101010,13,-1455.1933136341008,0,7
model2,10,smc,0.03400028911043629,2,0000 000010 00100 001000 001010 1 100010 10010 10100 101000 101010,11,-1455.4828705774307,0,7
model2,10,smc,0.04755942370514228,3,0000 000010 001000 001010 1 100 100010 10010 101000 101010,10,-1455.685383634339,0,7
model2,10,smc,0.11486156650652019,4,000 000010 001010 1 100 100010 10010 101010,8,-1456.6636266331839,0,7
model2,10,smc,0.244345256789065,5,000 0010 001010 1 100 101010,6,-1458.7447433684865,0,7
model2,10,smc,0.2996946351346575,6,000 1 10 100,4,-1461.297299085394,0,7
model2,10,smc,0.46511007539126037,7,00 1 10,3,-1463.2780086482094,1,7
model2,10,smc,2.7682349088230014,8,0 1,2,-1475.0667956466084,0,7
model2,10,smc,457.58493827048835,9,,1,-3423.736453593294,0,7
model2,11,smc,0.0,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-1453.1806668190281,0,7
model2,11,smc,0.055149197578430176,1,000000 000010 00100 001000 001010 1 10000 100000 100010 10010 10100 101000 101010,13,-1453.4155020608164,0,7
model2,11,smc,0.0891219601910076,2,000000 000010 00100 001000 1 10000 100000 100010 10010 1010 10100 101000,12,-1453.7950354063157,0,7
model2,11,smc,0.09054476743306736,3,000000 0010 00100 001000 1 10000 100000 1010 10100 101000,10,-1454.5662204337443,0,7
model2,11,smc,0.11494100018537048,4,0000 0010 00100 001000 1 1010 10100 101000,8,-1455.5451787083846,0,7
model2,11,smc,0.17544815367042266,5,0000 0010 001000 1 100 1010 101000,7,-1456.292340897008,0,7
model2,11,smc,0.22766584480872915,6,000 0010 1 100 1010,5,-1458.2314018395523,0,7
model2,11,smc,0.302167514675895,7,000 1 10 100,4,-1459.5181910537035,1,7
model2,11,smc,1.1675730322680544,8,00 1 10,3,-1464.490413571315,0,7
model2,11,smc,6.088921429553528,9,0 1,2,-1490.4206721197183,0,7
model2,11,smc,453.6279086613927,10,,1,-3422.2389395197465,0,7
model2,12,smc,0.0,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-1507.9665700383716,0,6
model2,12,smc,0.0006407499313354492,1,000000 000010 000100 001010 1 1000 10000 100000 100010 10010 100100 10100 101010,13,-1507.969292262219,0,6
model2,12,smc,0.025674668655994992,2,000000 00010 000100 001010 1 1000 10000 100000 10010 100100 10100 101010,12,-1508.0786032541,0,6
model2,12,smc,0.07955450069720313,3,000000 000100 0010 001010 1 1000 10000 100000 100100 10100 101010,11,-1508.4173701502395,0,6
model2,12,smc,0.12153929172024996,4,000000 000100 1 10 1000 10000 100000 100100 10100,9,-1509.4524844792418,0,6
model2,12,smc,0.1415466866519007,5,000 000100 1 10 100100 10100,6,-1511.2607934635248,0,6
model2,12,smc,0.2509805593275934,6,000 1 10 100,4,-1513.3984398214632,1,6
model2,12,smc,0.4575708138925214,7,00 1 10,3,-1515.3470215214006,0,6
model2,12,smc,10.169332056810623,8,0 1,2,-1558.6541001380442,0,6
model2,12,smc,436.0020545339902,9,,1,-3415.4109573170144,0,6
model2,13,smc,0.0,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-1441.3389572857686,0,7
model2,13,smc,0.0016279518604278564,1,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010,13,-1441.3458887584006,0,7
model2,13,smc,0.0017918640998759727,2,00000 000100 0010 001000 001010 1 10000 100100 10100 101000 101010,11,-1441.361146594687,0,7
model2,13,smc,0.004667777903758235,3,00000 000100 0010 001000 1 10000 100100 1010 10100 101000,10,-1441.3810186523383,0,7
model2,13,smc,0.06029701859596072,4,00000 000100 0010 1 1000 10000 100100 1010 10100,9,-1441.6377935645596,0,7
model2,13,smc,0.07148644111215871,5,00000 000100 1 10 1000 10000 100100 10100,8,-1441.9422247796408,0,7
model2,13,smc,0.12339466418204004,6,000 000100 1 10 100100 10100,6,-1442.9931851355911,0,7
model2,13,smc,0.15507416336851465,7,000 1 10 100,4,-1444.3139609233042,1,7
model2,13,smc,0.4743372660991649,8,00 1 10,3,-1446.33397167252,0,7
model2,13,smc,2.1280512553733186,9,0 1,2,-1455.3964826560125,0,7
model2,13,smc,462.60546779216463,10,,1,-3425.446551458684,0,7
model2,14,smc,0.0,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-1453.6528708618994,0,7
model2,14,smc,0.000476837158203125,1,000000 00010 000100 001000 001010 1 10000 100000 10010 100100 10100 101000 101010,13,-1453.6548950391693,0,7
model2,14,smc,0.023290493189165318,2,00000 00010 000100 001000 001010 1 10000 10010 100100 10100 101000 101010,12,-1453.754061099633,0,7
model2,14,smc,0.03183218594453007,3,00000 00010 001000 001010 1 100 10000 10010 101000 101010,10,-1454.0251663838421,0,7
model2,14,smc,0.0521188252915718,4,00000 0010 001000 001010 1 100 10000 101000 101010,9,-1454.2471130410258,0,7
model2,14,smc,0.10213867156966236,5,00000 0010 001000 1 100 10000 1010 101000,8,-1454.6820795675512,0,7
model2,14,smc,0.32600150551023765,6,00000 001000 1 10 100 10000 101000,7,-1456.070385783911,0,7
model2,14,smc,0.4457138366233736,7,000 1 10 100,4,-1461.7647058550597,1,7
model2,14,smc,2.8024872378566816,8,00 1 10,3,-1473.6993570960633,0,7
model2,14,smc,6.498436506518079,9,0 1,2,-1501.3735600951422,0,7
model2,14,smc,450.817710560014,10,,1,-3421.224322950744,0,7
model2,15,smc,0.0,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-1483.6822759722136,0,8
model2,15,smc,0.0036098062992095947,1,000000 000010 00100 001000 001010 1 10000 100000 100010 10010 10100 101000 101010,13,-1483.6976452646327,0,8
model2,15,smc,0.00558419590296344,2,000000 00010 00100 001000 001010 1 10000 100000 10010 10100 101000 101010,12,-1483.721413732752,0,8
model2,15,smc,0.016417219102091908,3,0000 00010 00100 001000 001010 1 10010 10100 101000 101010,10,-1483.8611939514385,0,8
model2,15,smc,0.02234023619132194,4,0000 00010 00100 001000 1 10010 1010 10100 101000,9,-1483.9563269642936,0,8
model2,15,smc,0.03511368587548065,5,0000 0010 00100 001000 1 1010 10100 101000,8,-1484.1058563161369,0,8
model2,15,smc,0.08236194966674643,6,0000 0010 001000 1 100 1010 101000,7,-1484.4565961538422,0,8
model2,15,smc,0.1143047766524607,7,000 0010 1 100 1010,5,-1485.4300906823764,0,8
model2,15,smc,0.342852161787078,8,000 1 10 100,4,-1486.8901585186925,1,8
model2,15,smc,0.5078289237510283,9,00 1 10,3,-1489.0527734383206,0,8
model2,15,smc,5.727409507637367,10,0 1,2,-1513.4434925015612,0,8
model2,15,smc,447.7421513028179,11,,1,-3420.196681069734,0,8
model2,16,smc,0.0,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-1495.8659208328545,0,8
model2,16,smc,0.00011175870895385742,1,000000 000010 000100 001000 1 10000 100000 100010 10010 100100 1010 10100 101000,13,-1495.8663876068017,0,8
model2,16,smc,0.02341810092933161,2,0000 000010 000100 001000 1 100010 10010 100100 1010 10100 101000,11,-1496.0658420246766,0,8
model2,16,smc,0.02364160787853242,3,0000 000010 000100 1 1000 100010 10010 100100 1010 10100,10,-1496.166493922977,0,8
model2,16,smc,0.02882696678195413,4,000 000010 000100 1 100010 10010 100100 1010 10100,9,-1496.2892274530784,0,8
model2,16,smc,0.101458489286952,5,000 00010 000100 1 10010 100100 1010 10100,8,-1496.721291849143,0,8
model2,16,smc,0.3245729964156805,6,000 000100 1 10 100100 10100,6,-1499.4857405741695,0,8
model2,16,smc,0.3574757395157401,7,000 00100 1 10 10100,5,-1501.0080769024337,0,8
model2,16,smc,0.45706717688190335,8,000 1 10 100,4,-1502.9545339609674,1,8
model2,16,smc,1.7737360604979155,9,00 1 10,3,-1510.5081325467245,0,8
model2,16,smc,8.520477263742656,10,0 1,2,-1546.7934078928424,0,8
model2,16,smc,439.10555713587155,11,,1,-3416.7668228853004,0,8
model2,17,smc,0.0,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-1520.6428315946569,0,8
model2,17,smc,0.0016726553440093994,1,000000 00010 000100 001000 001010 1 10000 100000 10010 100100 10100 101000 101010,13,-1520.6499510588083,0,8
model2,17,smc,0.007603297659253272,2,000000 00010 000100 001010 1 1000 10000 100000 10010 100100 10100 101010,12,-1520.6823089964805,0,8
model2,17,smc,0.008381871491994571,3,000000 00010 000100 1 1000 10000 100000 10010 100100 1010 10100,11,-1520.7180008206813,0,8
model2,17,smc,0.026475303152901274,4,0000 00010 000100 1 1000 10010 100100 1010 10100,9,-1520.9434884911263,0,8
model2,17,smc,0.04841237607772185,5,0000 00010 1 100 1000 10010 1010,7,-1521.3558129627336,0,8
model2,17,smc,0.05580263640045553,6,0000 0010 1 100 1000 1010,6,-1521.5934356901944,0,8
model2,17,smc,0.077764496667199,7,0000 1 10 100 1000,5,-1521.9245933044222,0,8
model2,17,smc,0.11692610715193352,8,000 1 10 100,4,-1522.4225276815325,1,8
model2,17,smc,3.0493549588434306,9,00 1 10,3,-1535.408476586218,0,8
model2,17,smc,4.78524235045969,10,0 1,2,-1555.7868911698467,0,8
model2,17,smc,436.8032567325811,11,,1,-3415.955750918346,0,8
model2,18,smc,0.0,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-1443.2920111450771,0,10
model2,18,smc,0.0031962990760803223,1,000000 00010 000100 001000 001010 1 10000 100000 10010 100100 10100 101000 101010,13,-1443.305618904807,0,10
model2,18,smc,0.0035464741255930576,2,000000 00010 00100 001000 001010 1 10000 100000 10010 10100 101000 101010,12,-1443.3207172001048,0,10
model2,18,smc,0.01776208107324409,3,00000 00010 00100 001000 001010 1 10000 10010 10100 101000 101010,11,-1443.3963499043907,0,10
model2,18,smc,0.04307080425786831,4,00000 00010 00100 001010 1 1000 10000 10010 10100 101010,10,-1443.5797693675966,0,10
model2,18,smc,0.0719989165869202,5,00000 00010 00100 1 1000 10000 10010 1010 10100,9,-1443.8863769176942,0,10
model2,18,smc,0.09543879265767233,6,0000 00010 00100 1 1000 10010 1010 10100,8,-1444.2928083267434,0,10
model2,18,smc,0.10842267583269369,7,0000 00010 1 100 1000 10010 1010,7,-1444.7545227787068,0,10
model2,18,smc,0.14239368059276336,8,0000 0010 1 100 1000 1010,6,-1445.3609176670575,0,10
model2,18,smc,0.1594804450013625,9,000 0010 1 100 1010,5,-1446.0400582720904,0,10
model2,18,smc,0.461892430025756,10,000 1 10 100,4,-1448.007051246763,1,10
model2,18,smc,0.6339386187418221,11,00 1 10,3,-1450.7067357632995,0,10
model2,18,smc,6.373821169872233,12,0 1,2,-1477.850254789575,0,10
model2,18,smc,456.8732007015519,13,,1,-3423.488901527192,0,10
model2,19,smc,0.0,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-1513.2243048244982,0,5
model2,19,smc,0.015110708773136139,1,0000 000010 000100 001000 001010 1 100010 10010 100100 10100 101000 101010,12,-1513.3530045725524,0,5
model2,19,smc,0.015572630809784771,2,000 000010 000100 001010 1 100010 10010 100100 10100 101010,10,-1513.4856186425004,0,5
model2,19,smc,0.0226877136718278,3,000 000010 000100 1 100010 10010 100100 1010 10100,9,-1513.5822337522375,0,5
model2,19,smc,0.17172236511482808,4,000 000100 1 10 100100 10100,6,-1515.776112041109,0,5
model2,19,smc,0.5834341105423946,5,000 1 10 100,4,-1520.745295871414,1,5
model2,19,smc,1.2675221082593948,6,00 1 10,3,-1526.1431446746951,0,5
model2,19,smc,8.177941340321766,7,0 1,2,-1560.9696805073586,0,5
model2,19,smc,435.4583101338593,8,,1,-3415.4109573170144,0,5
model2,20,smc,0.0,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-1447.0653432905535,0,9
model2,20,smc,0.00043585896492004395,1,000000 000010 000100 001010 1 1000 10000 100000 100010 10010 100100 10100 101010,13,-1447.067197635859,0,9
model2,20,smc,0.008914612293131619,2,000000 00010 000100 001010 1 1000 10000 100000 10010 100100 10100 101010,12,-1447.1051377449687,0,9
model2,20,smc,0.06530146354404107,3,000000 00010 00100 001010 1 1000 10000 100000 10010 10100 101010,11,-1447.3832289159932,0,9
model2,20,smc,0.07636040592127114,4,00000 00010 00100 001010 1 1000 10000 10010 10100 101010,10,-1447.7084104955939,0,9
model2,20,smc,0.08101630763265011,5,0000 00010 00100 001010 1 1000 10010 10100 101010,9,-1448.0534257889542,0,9
model2,20,smc,0.08389176574955778,6,0000 00010 00100 1 1000 10010 1010 10100,8,-1448.4106559487868,0,9
model2,20,smc,0.1123109616535991,7,000 00010 00100 1 10010 1010 10100,7,-1448.888936682279,0,9
model2,20,smc,0.24690526283613562,8,000 00100 1 10 10100,5,-1450.9918700957842,0,9
model2,20,smc,0.25975861469016714,9,000 1 10 100,4,-1452.0980583160995,1,9
model2,20,smc,1.6744249862808123,10,00 1 10,3,-1459.2287478383164,0,9
model2,20,smc,5.024750306002956,11,0 1,2,-1480.6271304068555,0,9
model2,20,smc,456.16281602315183,12,,1,-3423.2405361252268,0,9
model2,21,smc,0.0,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-1485.2201002267711,0,7
model2,21,smc,0.012166798114776611,1,000000 000010 000100 001010 1 1000 10000 100000 100010 10010 100100 10100 101010,13,-1485.2719056709307,0,7
model2,21,smc,0.022314241957976932,2,000000 000010 00100 001010 1 1000 10000 100000 100010 10010 10100 101010,12,-1485.3669067680366,0,7
model2,21,smc,0.05017071956202816,3,0000 000010 00100 001010 1 1000 100010 10010 10100 101010,10,-1485.794212247863,0,7
model2,21,smc,0.06147211621535885,4,0000 000010 00100 1 1000 100010 10010 1010 10100,9,-1486.0559866898325,0,7
model2,21,smc,0.06585624382716894,5,000 000010 00100 1 100010 10010 1010 10100,8,-1486.3364367091433,0,7
model2,21,smc,0.24609184838213272,6,00 000010 1 100010 10010 1010,6,-1488.4324051160447,0,7
model2,21,smc,0.3411144651859971,7,00 1 10,3,-1492.7903203206392,1,7
model2,21,smc,3.2924352569840067,8,0 1,2,-1506.8114500731344,0,7
model2,21,smc,449.42051752959355,9,,1,-3420.712130511346,0,7
model2,22,smc,0.0,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-1493.8893382068259,0,7
model2,22,smc,0.008493661880493164,1,000000 00010 000100 001000 001010 1 10000 100000 10010 100100 10100 101000 101010,13,-1493.9254859276907,0,7
model2,22,smc,0.025514224115452677,2,000000 00010 000100 001010 1 1000 10000 100000 10010 100100 10100 101010,12,-1494.0341365071893,0,7
model2,22,smc,0.0566635120102526,3,000 00010 000100 001010 1 10010 100100 10100 101010,9,-1494.7580229111577,0,7
model2,22,smc,0.06286169256592417,4,000 000100 0010 001010 1 100100 10100 101010,8,-1495.02570848698,0,7
model2,22,smc,0.17835352171058305,5,000 0010 00100 001010 1 10100 101010,7,-1495.7852364359792,0,7
model2,22,smc,0.19210983534815856,6,000 00100 1 10 10100,5,-1497.4214695371154,0,7
model2,22,smc,0.5875017329214984,7,000 1 10 100,4,-1499.9233868446904,1,7
model2,22,smc,1.5380015346863498,8,00 1 10,3,-1506.4731140575914,0,7
model2,22,smc,4.783994072979363,9,0 1,2,-1526.8461995622147,0,7
model2,22,smc,444.28899777277,10,,1,-3418.8938036081827,0,7
