instance_name	model	df	resamples	num_cores	samples_path	temp_folder	results_folder	scan_offset	perl_compatible	c_min	c_max
model1_csz_200_off0x2	model1	csizar_and_talata	200	6	./simulation_study/samples			0	False	0.0	100.0
