instance_name	model	df	resamples	num_cores	samples_path	temp_folder	results_folder	scan_offset	perl_compatible	c_min	c_max
model2_csz_200_off6	model2	csizar_and_talata	200	20	./simulation_study/samples			6	False	0.0	500.0
