model_name,sample_idx,method,tree_idx,tree,num_contexts,likelihood,opt,opt_idx
model1,0,smc,0,000000 1 10 100 1000 10000 100000,7,-1656.2041186320605,0,2
model1,0,smc,1,000 1 10 100,4,-1658.0060820881963,0,2
model1,0,smc,2,00 1 10,3,-1658.9535249100395,1,2
model1,0,smc,3,0 1,2,-1675.746574406392,0,2
model1,1,smc,0,00000 1 10 100 1000 10000,6,-1659.0699284397394,0,3
model1,1,smc,1,0000 1 10 100 1000,5,-1659.0792371606844,0,3
model1,1,smc,2,000 1 10 100,4,-1659.3615609944495,0,3
model1,1,smc,3,00 1 10,3,-1661.3536926047761,1,3
model1,1,smc,4,0 1,2,-1686.3138537431907,0,3
model1,2,smc,0,000000 1 10 100 1000 10000 100000,7,-1684.6844361791932,0,3
model1,2,smc,1,00000 1 10 100 1000 10000,6,-1684.825766847082,0,3
model1,2,smc,2,0000 1 10 100 1000,5,-1685.120068851069,0,3
model1,2,smc,3,000 1 10 100,4,-1686.6933142382395,1,3
model1,2,smc,4,00 1 10,3,-1688.6271686691707,0,3
model1,2,smc,5,0 1,2,-1696.4597471013617,0,3
model1,3,smc,0,000000 1 10 100 1000 10000 100000,7,-1694.486254153222,0,3
model1,3,smc,1,0000 1 10 100 1000,5,-1695.6098342360472,0,3
model1,3,smc,2,000 1 10 100,4,-1696.2427969741589,0,3
model1,3,smc,3,00 1 10,3,-1699.4190087943005,1,3
model1,3,smc,4,0 1,2,-1719.3083398796925,0,3
model1,4,smc,0,00000 1 10 100 1000 10000,6,-1671.7286129718402,0,1
model1,4,smc,1,00 1 10,3,-1676.569613257031,1,1
model1,4,smc,2,0 1,2,-1686.3138537431907,0,1
model1,5,smc,0,00000 1 10 100 1000 10000,6,-1702.5795034449673,0,2
model1,5,smc,1,000 1 10 100,4,-1705.2292549886704,0,2
model1,5,smc,2,00 1 10,3,-1707.9127287944623,1,2
model1,5,smc,3,0 1,2,-1725.9678588667748,0,2
model1,6,smc,0,000000 1 10 100 1000 10000 100000,7,-1668.142931324773,0,2
model1,6,smc,1,000 1 10 100,4,-1669.6051213858707,0,2
model1,6,smc,2,00 1 10,3,-1671.8741999389733,1,2
model1,6,smc,3,0 1,2,-1680.6993185017152,0,2
model1,7,smc,0,00000 1 10 100 1000 10000,6,-1689.83031601001,0,2
model1,7,smc,1,000 1 10 100,4,-1690.1404431054618,0,2
model1,7,smc,2,00 1 10,3,-1690.3062629774884,1,2
model1,7,smc,3,0 1,2,-1704.561584636912,0,2
model1,8,smc,0,000000 1 10 100 1000 10000 100000,7,-1748.409364953057,0,2
model1,8,smc,1,000 1 10 100,4,-1749.3619472489058,0,2
model1,8,smc,2,00 1 10,3,-1750.1859515719905,1,2
model1,8,smc,3,0 1,2,-1761.6218212651215,0,2
model1,9,smc,0,000000 1 10 100 1000 10000 100000,7,-1630.2629162186352,0,2
model1,9,smc,1,00000 1 10 100 1000 10000,6,-1631.1769270491413,0,2
model1,9,smc,2,0000 1 10 100 1000,5,-1632.871534869243,1,2
model1,9,smc,3,00 1 10,3,-1640.2951723630063,0,2
model1,9,smc,4,0 1,2,-1664.3613303747763,0,2
model1,10,smc,0,00000 1 10 100 1000 10000,6,-1679.5771003211269,0,1
model1,10,smc,1,00 1 10,3,-1681.290260215931,1,1
model1,10,smc,2,0 1,2,-1685.0049496639804,0,1
model1,11,smc,0,00000 1 10 100 1000 10000,6,-1639.015050712206,0,3
model1,11,smc,1,0000 1 10 100 1000,5,-1639.773482654453,0,3
model1,11,smc,2,000 1 10 100,4,-1642.288959208323,0,3
model1,11,smc,3,00 1 10,3,-1644.9603247452906,1,3
model1,11,smc,4,0 1,2,-1665.3831914987427,0,3
model1,12,smc,0,00000 1 10 100 1000 10000,6,-1716.9520013942972,0,3
model1,12,smc,1,0000 1 10 100 1000,5,-1716.9697116715097,0,3
model1,12,smc,2,000 1 10 100,4,-1718.073938629635,0,3
model1,12,smc,3,00 1 10,3,-1719.9758782290005,1,3
model1,12,smc,4,0 1,2,-1734.7767657671852,0,3
model1,13,smc,0,00000 1 10 100 1000 10000,6,-1696.113960988263,0,2
model1,13,smc,1,0000 1 10 100 1000,5,-1696.7240511348175,0,2
model1,13,smc,2,000 1 10 100,4,-1697.8967918876679,1,2
model1,13,smc,3,00 1 10,3,-1701.1406284277432,0,2
model1,13,smc,4,0 1,2,-1713.5614587316047,0,2
model1,14,smc,0,00000 1 10 100 1000 10000,6,-1664.9567900032243,0,2
model1,14,smc,1,0000 1 10 100 1000,5,-1665.2141228690818,0,2
model1,14,smc,2,000 1 10 100,4,-1667.1423877488485,1,2
model1,14,smc,3,00 1 10,3,-1672.20183641213,0,2
model1,14,smc,4,0 1,2,-1683.0120848283605,0,2
model1,15,smc,0,000000 1 10 100 1000 10000 100000,7,-1647.559456001558,0,3
model1,15,smc,1,0000 1 10 100 1000,5,-1649.1334952611217,0,3
model1,15,smc,2,000 1 10 100,4,-1650.7985074187557,0,3
model1,15,smc,3,00 1 10,3,-1652.7224472077792,1,3
model1,15,smc,4,0 1,2,-1674.7388103975131,0,3
model1,16,smc,0,00000 1 10 100 1000 10000,6,-1701.9620059727952,0,2
model1,16,smc,1,000 1 10 100,4,-1703.7139689995772,0,2
model1,16,smc,2,00 1 10,3,-1705.704164452418,1,2
model1,16,smc,3,0 1,2,-1730.3823381059005,0,2
model1,17,smc,0,000000 1 10 100 1000 10000 100000,7,-1740.4435595750674,0,2
model1,17,smc,1,000 1 10 100,4,-1744.5044721920954,0,2
model1,17,smc,2,00 1 10,3,-1746.21227043588,1,2
model1,17,smc,3,0 1,2,-1764.9839244953405,0,2
model1,18,smc,0,00000 1 10 100 1000 10000,6,-1683.0512803759898,0,3
model1,18,smc,1,0000 1 10 100 1000,5,-1683.1150637164098,0,3
model1,18,smc,2,000 1 10 100,4,-1683.2303041030643,0,3
model1,18,smc,3,00 1 10,3,-1683.2314898710506,1,3
model1,18,smc,4,0 1,2,-1691.8934951791175,0,3
model1,19,smc,0,00000 1 10 100 1000 10000,6,-1678.316890049056,0,2
model1,19,smc,1,000 1 10 100,4,-1680.6871604937955,0,2
model1,19,smc,2,00 1 10,3,-1682.973158264588,1,2
model1,19,smc,3,0 1,2,-1696.7784815811046,0,2
model1,20,smc,0,00000 1 10 100 1000 10000,6,-1678.3342853651745,0,1
model1,20,smc,1,00 1 10,3,-1680.5965139002058,1,1
model1,20,smc,2,0 1,2,-1687.3063707253666,0,1
model1,21,smc,0,00000 1 10 100 1000 10000,6,-1694.1780623090065,0,2
model1,21,smc,1,0000 1 10 100 1000,5,-1694.180099475148,0,2
model1,21,smc,2,00 1 10,3,-1695.575473540162,1,2
model1,21,smc,3,0 1,2,-1711.3191722067468,0,2
model1,22,smc,0,000000 1 10 100 1000 10000 100000,7,-1717.5497177982459,0,2
model1,22,smc,1,000 1 10 100,4,-1718.2828462307166,0,2
model1,22,smc,2,00 1 10,3,-1720.6561030202006,1,2
model1,22,smc,3,0 1,2,-1727.8473764990586,0,2
model1,23,smc,0,000000 1 10 100 1000 10000 100000,7,-1710.8456463595837,0,1
model1,23,smc,1,000 1 10 100,4,-1712.6315199243913,1,1
model1,23,smc,2,00 1 10,3,-1715.1663811009735,0,1
model1,23,smc,3,0 1,2,-1725.638446768668,0,1
model1,24,smc,0,000000 1 10 100 1000 10000 100000,7,-1649.9751023639603,0,2
model1,24,smc,1,000 1 10 100,4,-1651.3982203682099,0,2
model1,24,smc,2,00 1 10,3,-1651.8200050460957,1,2
model1,24,smc,3,0 1,2,-1664.0540747714083,0,2
model1,25,smc,0,000000 1 10 100 1000 10000 100000,7,-1702.9933201920314,0,3
model1,25,smc,1,00000 1 10 100 1000 10000,6,-1703.004533587599,0,3
model1,25,smc,2,0000 1 10 100 1000,5,-1703.2471304197632,0,3
model1,25,smc,3,000 1 10 100,4,-1703.943539835956,1,3
model1,25,smc,4,00 1 10,3,-1707.1055891082947,0,3
model1,25,smc,5,0 1,2,-1720.2577587328342,0,3
model1,26,smc,0,000000 1 10 100 1000 10000 100000,7,-1614.353350344611,0,2
model1,26,smc,1,00000 1 10 100 1000 10000,6,-1615.2434986287228,0,2
model1,26,smc,2,000 1 10 100,4,-1618.2046555758247,1,2
model1,26,smc,3,0 1,2,-1636.7975584314217,0,2
model1,27,smc,0,000000 1 10 100 1000 10000 100000,7,-1723.6869305915707,0,2
model1,27,smc,1,0000 1 10 100 1000,5,-1725.1017962033127,0,2
model1,27,smc,2,00 1 10,3,-1725.3297641582199,1,2
model1,27,smc,3,0 1,2,-1740.9958421604047,0,2
model1,28,smc,0,00000 1 10 100 1000 10000,6,-1730.5664476022816,0,2
model1,28,smc,1,000 1 10 100,4,-1731.6005031465625,0,2
model1,28,smc,2,00 1 10,3,-1731.7671410507721,1,2
model1,28,smc,3,0 1,2,-1746.5902020715075,0,2
model1,29,smc,0,00000 1 10 100 1000 10000,6,-1707.7819632267217,0,3
model1,29,smc,1,0000 1 10 100 1000,5,-1707.7863601475,0,3
model1,29,smc,2,000 1 10 100,4,-1708.919185572463,0,3
model1,29,smc,3,00 1 10,3,-1710.7368217361045,1,3
model1,29,smc,4,0 1,2,-1726.908468798221,0,3
model1,30,smc,0,000000 1 10 100 1000 10000 100000,7,-1715.6599440652083,0,2
model1,30,smc,1,000 1 10 100,4,-1717.0753624721945,0,2
model1,30,smc,2,00 1 10,3,-1718.969159690757,1,2
model1,30,smc,3,0 1,2,-1734.7767657671852,0,2
model1,31,smc,0,000000 1 10 100 1000 10000 100000,7,-1702.5938320739065,0,1
model1,31,smc,1,000 1 10 100,4,-1703.896123628058,1,1
model1,31,smc,2,00 1 10,3,-1706.675957298492,0,1
model1,31,smc,3,0 1,2,-1714.8433233018322,0,1
model1,32,smc,0,000000 1 10 100 1000 10000 100000,7,-1712.5948168353375,0,2
model1,32,smc,1,00000 1 10 100 1000 10000,6,-1712.9604836767992,0,2
model1,32,smc,2,000 1 10 100,4,-1714.3561366729616,1,2
model1,32,smc,3,00 1 10,3,-1715.8663918036773,0,2
model1,32,smc,4,0 1,2,-1733.5139055689995,0,2
model1,33,smc,0,000000 1 10 100 1000 10000 100000,7,-1698.133306659758,0,2
model1,33,smc,1,00000 1 10 100 1000 10000,6,-1698.1563398713595,0,2
model1,33,smc,2,000 1 10 100,4,-1700.2314555216042,1,2
model1,33,smc,3,00 1 10,3,-1706.5380998334203,0,2
model1,33,smc,4,0 1,2,-1718.0307400567317,0,2
model1,34,smc,0,00000 1 10 100 1000 10000,6,-1672.644381124779,0,3
model1,34,smc,1,0000 1 10 100 1000,5,-1672.7932622207954,0,3
model1,34,smc,2,000 1 10 100,4,-1673.4751328037669,0,3
model1,34,smc,3,00 1 10,3,-1675.1277666387298,1,3
model1,34,smc,4,0 1,2,-1681.6996757932593,0,3
model1,35,smc,0,000000 1 10 100 1000 10000 100000,7,-1666.7410989729533,0,4
model1,35,smc,1,00000 1 10 100 1000 10000,6,-1666.7590040382863,0,4
model1,35,smc,2,000 1 10 100,4,-1667.5305629380334,0,4
model1,35,smc,3,00 1 10,3,-1667.5353486361837,0,4
model1,35,smc,4,0 1,2,-1673.4187431333992,1,4
model1,36,smc,0,000000 1 10 100 1000 10000 100000,7,-1689.8918637727752,0,3
model1,36,smc,1,0000 1 10 100 1000,5,-1691.1193469478585,0,3
model1,36,smc,2,000 1 10 100,4,-1691.5078630300618,0,3
model1,36,smc,3,00 1 10,3,-1691.90831158578,1,3
model1,36,smc,4,0 1,2,-1714.518020150337,0,3
model1,37,smc,0,000000 1 10 100 1000 10000 100000,7,-1715.432526823378,0,1
model1,37,smc,1,000 1 10 100,4,-1720.6020195910987,1,1
model1,37,smc,2,00 1 10,3,-1724.6083155033111,0,1
model1,37,smc,3,0 1,2,-1744.4232044912637,0,1
model1,38,smc,0,000000 1 10 100 1000 10000 100000,7,-1666.9511382156136,0,3
model1,38,smc,1,00000 1 10 100 1000 10000,6,-1667.3168050570755,0,3
model1,38,smc,2,0000 1 10 100 1000,5,-1667.9258387860455,0,3
model1,38,smc,3,000 1 10 100,4,-1668.0768084400224,1,3
model1,38,smc,4,00 1 10,3,-1671.9982087767944,0,3
model1,38,smc,5,0 1,2,-1680.386326016911,0,3
model1,39,smc,0,000000 1 10 100 1000 10000 100000,7,-1687.267682400891,0,3
model1,39,smc,1,00000 1 10 100 1000 10000,6,-1687.2850906439141,0,3
model1,39,smc,2,0000 1 10 100 1000,5,-1687.4087146707843,0,3
model1,39,smc,3,000 1 10 100,4,-1687.9346394981785,1,3
model1,39,smc,4,00 1 10,3,-1697.9453885579933,0,3
model1,39,smc,5,0 1,2,-1711.3191722067468,0,3
model1,40,smc,0,000000 1 10 100 1000 10000 100000,7,-1717.467826081056,0,3
model1,40,smc,1,0000 1 10 100 1000,5,-1718.6222812869248,0,3
model1,40,smc,2,000 1 10 100,4,-1718.6582903620629,0,3
model1,40,smc,3,00 1 10,3,-1720.9386366888882,1,3
model1,40,smc,4,0 1,2,-1740.9958421604047,0,3
model1,41,smc,0,000000 1 10 100 1000 10000 100000,7,-1666.8352431902658,0,1
model1,41,smc,1,000 1 10 100,4,-1671.260869593351,1,1
model1,41,smc,2,00 1 10,3,-1677.6539713785417,0,1
model1,41,smc,3,0 1,2,-1688.6130616425362,0,1
model1,42,smc,0,000000 1 10 100 1000 10000 100000,7,-1661.0130951182796,0,2
model1,42,smc,1,000 1 10 100,4,-1661.7009041084432,0,2
model1,42,smc,2,00 1 10,3,-1662.6839809680437,1,2
model1,42,smc,3,0 1,2,-1680.386326016911,0,2
model1,43,smc,0,00000 1 10 100 1000 10000,6,-1718.5072308409983,0,1
model1,43,smc,1,000 1 10 100,4,-1720.3292359870265,1,1
model1,43,smc,2,00 1 10,3,-1723.627407532143,0,1
model1,43,smc,3,0 1,2,-1734.7767657671852,0,1
model1,44,smc,0,00000 1 10 100 1000 10000,6,-1686.388524444717,0,2
model1,44,smc,1,0000 1 10 100 1000,5,-1687.6853916842156,0,2
model1,44,smc,2,00 1 10,3,-1690.850242207278,1,2
model1,44,smc,3,0 1,2,-1700.030797893026,0,2
model1,45,smc,0,000000 1 10 100 1000 10000 100000,7,-1646.8564519329732,0,2
model1,45,smc,1,0000 1 10 100 1000,5,-1647.2087541256383,0,2
model1,45,smc,2,000 1 10 100,4,-1649.1883401005102,1,2
model1,45,smc,3,00 1 10,3,-1653.5764323601975,0,2
model1,45,smc,4,0 1,2,-1671.085590753101,0,2
model1,46,smc,0,000000 1 10 100 1000 10000 100000,7,-1644.585159519034,0,2
model1,46,smc,1,00000 1 10 100 1000 10000,6,-1644.683385024813,0,2
model1,46,smc,2,00 1 10,3,-1646.139786807937,1,2
model1,46,smc,3,0 1,2,-1655.9416909677134,0,2
model1,47,smc,0,00000 1 10 100 1000 10000,6,-1691.2213202586636,0,3
model1,47,smc,1,0000 1 10 100 1000,5,-1691.4129736856407,0,3
model1,47,smc,2,000 1 10 100,4,-1691.7173938720675,0,3
model1,47,smc,3,00 1 10,3,-1692.774957374596,1,3
model1,47,smc,4,0 1,2,-1707.7847153060288,0,3
model1,48,smc,0,000000 1 10 100 1000 10000 100000,7,-1706.280025044894,0,3
model1,48,smc,1,00000 1 10 100 1000 10000,6,-1706.7128851930006,0,3
model1,48,smc,2,0000 1 10 100 1000,5,-1706.8514968799832,0,3
model1,48,smc,3,000 1 10 100,4,-1706.874650248909,1,3
model1,48,smc,4,00 1 10,3,-1712.612687982266,0,3
model1,48,smc,5,0 1,2,-1723.4244808297458,0,3
model1,49,smc,0,000000 1 10 100 1000 10000 100000,7,-1674.1839180367924,0,2
model1,49,smc,1,00000 1 10 100 1000 10000,6,-1674.332960836099,0,2
model1,49,smc,2,000 1 10 100,4,-1674.630482429884,1,2
model1,49,smc,3,00 1 10,3,-1678.4476494955566,0,2
model1,49,smc,4,0 1,2,-1688.6130616425362,0,2
model1,50,smc,0,00000 1 10 100 1000 10000,6,-1703.5924068495062,0,1
model1,50,smc,1,00 1 10,3,-1705.6738852896553,1,1
model1,50,smc,2,0 1,2,-1713.5614587316047,0,1
model1,51,smc,0,000000 1 10 100 1000 10000 100000,7,-1718.230611805948,0,2
model1,51,smc,1,000 1 10 100,4,-1721.2730572525982,0,2
model1,51,smc,2,00 1 10,3,-1722.985279508937,1,2
model1,51,smc,3,0 1,2,-1742.2512678443418,0,2
model1,52,smc,0,000000 1 10 100 1000 10000 100000,7,-1690.1870030396371,0,2
model1,52,smc,1,000 1 10 100,4,-1690.8000216533947,0,2
model1,52,smc,2,00 1 10,3,-1691.3399751408917,1,2
model1,52,smc,3,0 1,2,-1703.2702081303332,0,2
model1,53,smc,0,000000 1 10 100 1000 10000 100000,7,-1744.778832441332,0,2
