model_name,sample_idx,method,tree_idx,tree,num_contexts,likelihood,opt
model1,91,seqROCTM,7,0 1,2,-1701.0052,0
model1,91,seqROCTM,8,,0,-3402.4246,0
model1,92,seqROCTM,0,000000 100000 10000 001000 101000 000100 100100 10100 000010 100010 10010 001010 101010 1,14,-1665.3244,0
model1,92,seqROCTM,1,00000 10000 001000 101000 000100 100100 10100 000010 100010 10010 001010 101010 1,13,-1665.4358,0
model1,92,seqROCTM,2,00000 10000 001000 101000 00100 10100 000010 100010 10010 001010 101010 1,12,-1665.5537,0
model1,92,seqROCTM,3,00000 10000 001000 101000 00100 10100 0010 001010 101010 1,10,-1665.979,0
model1,92,seqROCTM,4,00000 10000 1000 00100 10100 0010 001010 101010 1,9,-1666.6187,0
model1,92,seqROCTM,5,000 00100 10100 0010 001010 101010 1,7,-1667.7651,0
model1,92,seqROCTM,6,000 100 0010 001010 101010 1,6,-1670.1459,0
model1,92,seqROCTM,7,00 0010 001010 101010 1,5,-1670.9066,0
model1,92,seqROCTM,8,00 10 1,3,-1674.5294,1
model1,92,seqROCTM,9,0 1,2,-1687.3064,0
model1,92,seqROCTM,10,,0,-3404.3317,0
model1,93,seqROCTM,0,000000 100000 10000 001000 101000 000100 100100 10100 000010 100010 10010 001010 101010 1,14,-1617.4057,0
model1,93,seqROCTM,1,000000 100000 10000 1000 000100 100100 10100 000010 100010 10010 001010 101010 1,13,-1617.4058,0
model1,93,seqROCTM,2,000000 100000 10000 1000 000100 100100 10100 00010 10010 001010 101010 1,12,-1617.5507,0
model1,93,seqROCTM,3,000000 100000 10000 1000 100 00010 10010 001010 101010 1,10,-1617.8658,0
model1,93,seqROCTM,4,0000 1000 100 00010 10010 001010 101010 1,8,-1618.5336,0
model1,93,seqROCTM,5,000 100 00010 10010 001010 101010 1,7,-1620.6097,0
model1,93,seqROCTM,6,000 100 00010 10010 1010 1,6,-1621.0925,0
model1,93,seqROCTM,7,000 100 10 1,4,-1622.1883,0
model1,93,seqROCTM,8,00 10 1,3,-1625.0402,1
model1,93,seqROCTM,9,0 1,2,-1647.76,0
model1,93,seqROCTM,10,,0,-3409.5749,0
model1,94,seqROCTM,0,000000 100000 10000 001000 101000 000100 100100 10100 000010 100010 10010 001010 101010 1,14,-1684.4853,0
model1,94,seqROCTM,1,00000 10000 001000 101000 000100 100100 10100 000010 100010 10010 001010 101010 1,13,-1684.6106,0
model1,94,seqROCTM,2,00000 10000 1000 000100 100100 10100 000010 100010 10010 001010 101010 1,12,-1684.8137,0
model1,94,seqROCTM,3,00000 10000 1000 00100 10100 000010 100010 10010 001010 101010 1,11,-1685.0586,0
model1,94,seqROCTM,4,00000 10000 1000 00100 10100 000010 100010 10010 1010 1,10,-1685.3424,0
model1,94,seqROCTM,5,000 00100 10100 000010 100010 10010 1010 1,8,-1685.9242,0
model1,94,seqROCTM,6,000 00100 10100 00010 10010 1010 1,7,-1686.3824,0
model1,94,seqROCTM,7,000 00100 10100 0010 1010 1,6,-1686.8889,0
model1,94,seqROCTM,8,000 00100 10100 10 1,5,-1688.8841,0
model1,94,seqROCTM,9,00 10 1,3,-1691.5432,1
model1,94,seqROCTM,10,0 1,2,-1706.8192,0
model1,94,seqROCTM,11,,0,-3401.7824,0
model1,95,seqROCTM,0,000000 100000 10000 001000 101000 000100 100100 10100 000010 100010 10010 001010 101010 1,14,-1651.4913,0
model1,95,seqROCTM,1,0000 001000 101000 000100 100100 10100 000010 100010 10010 001010 101010 1,12,-1651.5107,0
model1,95,seqROCTM,2,0000 001000 101000 00100 10100 000010 100010 10010 001010 101010 1,11,-1651.537,0
model1,95,seqROCTM,3,000 00100 10100 000010 100010 10010 001010 101010 1,9,-1651.6471,0
model1,95,seqROCTM,4,000 00100 10100 000010 100010 10010 1010 1,8,-1651.7067,0
model1,95,seqROCTM,5,000 00100 10100 00010 10010 1010 1,7,-1651.8574,0
model1,95,seqROCTM,6,000 00100 10100 10 1,5,-1654.5725,0
model1,95,seqROCTM,7,000 100 10 1,4,-1656.32,1
model1,95,seqROCTM,8,00 10 1,3,-1659.3612,0
model1,95,seqROCTM,9,0 1,2,-1664.0541,0
model1,95,seqROCTM,10,,0,-3407.4446,0
model1,96,seqROCTM,0,00000 10000 001000 101000 000100 100100 10100 000010 100010 10010 001010 101010 1,13,-1673.6802,0
model1,96,seqROCTM,1,00000 10000 001000 101000 000100 100100 10100 00010 10010 001010 101010 1,12,-1673.681,0
model1,96,seqROCTM,2,00000 10000 001000 101000 000100 100100 10100 00010 10010 1010 1,11,-1673.8126,0
model1,96,seqROCTM,3,00000 10000 001000 101000 00100 10100 00010 10010 1010 1,10,-1673.9521,0
model1,96,seqROCTM,4,00000 10000 1000 00100 10100 00010 10010 1010 1,9,-1674.1532,0
model1,96,seqROCTM,5,00000 10000 1000 00100 10100 10 1,7,-1675.9639,0
model1,96,seqROCTM,6,000 00100 10100 10 1,5,-1679.3001,0
model1,96,seqROCTM,7,00 10 1,3,-1684.6998,1
model1,96,seqROCTM,8,0 1,2,-1702.2988,0
model1,96,seqROCTM,9,,0,-3402.4246,0
model1,97,seqROCTM,0,000000 100000 10000 001000 101000 000100 100100 10100 000010 100010 10010 001010 101010 1,14,-1651.1624,0
model1,97,seqROCTM,1,000000 100000 10000 001000 101000 000100 100100 10100 00010 10010 001010 101010 1,13,-1651.249,0
model1,97,seqROCTM,2,000000 100000 10000 001000 101000 000100 100100 10100 0010 001010 101010 1,12,-1651.5003,0
model1,97,seqROCTM,3,000000 100000 10000 001000 101000 000100 100100 10100 10 1,10,-1653.4633,0
model1,97,seqROCTM,4,000000 100000 10000 001000 101000 00100 10100 10 1,9,-1654.3044,0
model1,97,seqROCTM,5,00 10 1,3,-1660.3077,1
model1,97,seqROCTM,6,0 1,2,-1668.7471,0
model1,97,seqROCTM,7,,0,-3406.8286,0
model1,98,seqROCTM,0,000000 100000 10000 001000 101000 000100 100100 10100 000010 100010 10010 001010 101010 1,14,-1659.0321,0
model1,98,seqROCTM,1,000000 100000 10000 1000 000100 100100 10100 000010 100010 10010 001010 101010 1,13,-1659.1002,0
model1,98,seqROCTM,2,000000 100000 10000 1000 000100 100100 10100 000010 100010 10010 1010 1,12,-1659.212,0
model1,98,seqROCTM,3,000000 100000 10000 1000 00100 10100 000010 100010 10010 1010 1,11,-1659.335,0
model1,98,seqROCTM,4,00000 10000 1000 00100 10100 000010 100010 10010 1010 1,10,-1659.4603,0
model1,98,seqROCTM,5,000 00100 10100 000010 100010 10010 1010 1,8,-1660.3078,0
model1,98,seqROCTM,6,000 00100 10100 10 1,5,-1663.8596,0
model1,98,seqROCTM,7,00 10 1,3,-1667.2002,1
model1,98,seqROCTM,8,0 1,2,-1677.0644,0
model1,98,seqROCTM,9,,0,-3405.5867,0
model1,99,seqROCTM,0,000000 100000 10000 001000 101000 000100 100100 10100 000010 100010 10010 001010 101010 1,14,-1677.1494,0
model1,99,seqROCTM,1,000000 100000 10000 1000 000100 100100 10100 000010 100010 10010 001010 101010 1,13,-1677.1501,0
model1,99,seqROCTM,2,000000 100000 10000 1000 000100 100100 10100 000010 100010 10010 1010 1,12,-1677.27,0
model1,99,seqROCTM,3,000000 100000 10000 1000 000100 100100 10100 00010 10010 1010 1,11,-1677.515,0
model1,99,seqROCTM,4,000000 100000 10000 1000 000100 100100 10100 10 1,9,-1679.2146,0
model1,99,seqROCTM,5,000 000100 100100 10100 10 1,6,-1680.0923,0
model1,99,seqROCTM,6,000 100 10 1,4,-1680.9375,1
model1,99,seqROCTM,7,00 10 1,3,-1686.4685,0
model1,99,seqROCTM,8,0 1,2,-1707.7847,0
model1,99,seqROCTM,9,,0,-3401.46,0
