model_name,sample_idx,method,tree_idx,tree,num_contexts,likelihood,opt,opt_idx
model2,0,smc,0,000000 1 10 100 1000 10000 100000,7,-5891.125177085412,0,2
model2,0,smc,1,00000 1 10 100 1000 10000,6,-5892.427181288942,0,2
model2,0,smc,2,000 1 10 100,4,-5895.224691840082,1,2
model2,0,smc,3,00 1 10,3,-5906.08268341352,0,2
model2,0,smc,4,0 1,2,-5998.871557111892,0,2
model2,1,smc,0,000000 1 10 100 1000 10000 100000,7,-6034.204554468137,0,1
model2,1,smc,1,000 1 10 100,4,-6036.602259288748,1,1
model2,1,smc,2,00 1 10,3,-6045.0209468958,0,1
model2,1,smc,3,0 1,2,-6109.599846291805,0,1
model2,2,smc,0,000000 1 10 100 1000 10000 100000,7,-6053.01257406463,0,2
model2,2,smc,1,0000 1 10 100 1000,5,-6053.800484063239,0,2
model2,2,smc,2,000 1 10 100,4,-6055.118416713582,1,2
model2,2,smc,3,00 1 10,3,-6067.807327070124,0,2
model2,2,smc,4,0 1,2,-6163.843041938591,0,2
model2,3,smc,0,000000 1 10 100 1000 10000 100000,7,-6022.05879428691,0,2
model2,3,smc,1,00000 1 10 100 1000 10000,6,-6022.362970270834,0,2
model2,3,smc,2,000 1 10 100,4,-6023.0960739927095,1,2
model2,3,smc,3,00 1 10,3,-6038.81959503179,0,2
model2,3,smc,4,0 1,2,-6121.460168782503,0,2
model2,4,smc,0,000000 1 10 100 1000 10000 100000,7,-5940.600674039589,0,3
model2,4,smc,1,00000 1 10 100 1000 10000,6,-5940.612084494831,0,3
model2,4,smc,2,0000 1 10 100 1000,5,-5940.898681088466,0,3
model2,4,smc,3,000 1 10 100,4,-5940.951876838484,1,3
model2,4,smc,4,00 1 10,3,-5955.7532965879645,0,3
model2,4,smc,5,0 1,2,-6062.533424273132,0,3
model2,5,smc,0,000000 1 10 100 1000 10000 100000,7,-5918.879295253462,0,3
model2,5,smc,1,00000 1 10 100 1000 10000,6,-5918.879435699287,0,3
model2,5,smc,2,0000 1 10 100 1000,5,-5920.222556739656,0,3
model2,5,smc,3,000 1 10 100,4,-5921.1205220238335,1,3
model2,5,smc,4,00 1 10,3,-5933.707672504737,0,3
model2,5,smc,5,0 1,2,-6058.617380037128,0,3
model2,6,smc,0,000000 1 10 100 1000 10000 100000,7,-5871.192757182787,0,2
model2,6,smc,1,0000 1 10 100 1000,5,-5872.529747118975,0,2
model2,6,smc,2,000 1 10 100,4,-5873.392288085652,1,2
model2,6,smc,3,00 1 10,3,-5890.718690730217,0,2
model2,6,smc,4,0 1,2,-5960.447245248736,0,2
model2,7,smc,0,000000 1 10 100 1000 10000 100000,7,-5924.42327639121,0,3
model2,7,smc,1,00000 1 10 100 1000 10000,6,-5924.508420097945,0,3
model2,7,smc,2,0000 1 10 100 1000,5,-5924.623970033411,0,3
model2,7,smc,3,000 1 10 100,4,-5925.919004391575,1,3
model2,7,smc,4,00 1 10,3,-5945.813260930268,0,3
model2,7,smc,5,0 1,2,-6066.704974252178,0,3
model2,8,smc,0,000000 1 10 100 1000 10000 100000,7,-5982.088940075181,0,2
model2,8,smc,1,0000 1 10 100 1000,5,-5982.410815782273,0,2
model2,8,smc,2,000 1 10 100,4,-5982.617308240826,1,2
model2,8,smc,3,00 1 10,3,-5992.676357253565,0,2
model2,8,smc,4,0 1,2,-6089.412297170082,0,2
model2,9,smc,0,000000 1 10 100 1000 10000 100000,7,-6066.48877056018,0,1
model2,9,smc,1,000 1 10 100,4,-6067.682058756455,1,1
model2,9,smc,2,00 1 10,3,-6074.5182794017,0,1
model2,9,smc,3,0 1,2,-6190.132455286818,0,1
model2,10,smc,0,000000 1 10 100 1000 10000 100000,7,-5925.699486717959,0,2
model2,10,smc,1,00000 1 10 100 1000 10000,6,-5926.767007076124,0,2
model2,10,smc,2,000 1 10 100,4,-5929.248796104162,1,2
model2,10,smc,3,00 1 10,3,-5935.924542111856,0,2
model2,10,smc,4,0 1,2,-6046.588215739806,0,2
model2,11,smc,0,000000 1 10 100 1000 10000 100000,7,-6133.456250467242,0,2
model2,11,smc,1,0000 1 10 100 1000,5,-6134.591227175453,0,2
model2,11,smc,2,000 1 10 100,4,-6136.0936487281215,1,2
model2,11,smc,3,00 1 10,3,-6139.3809054405465,0,2
model2,11,smc,4,0 1,2,-6254.036474070004,0,2
model2,12,smc,0,000000 1 10 100 1000 10000 100000,7,-6004.530563921993,0,2
model2,12,smc,1,00000 1 10 100 1000 10000,6,-6004.755716105356,0,2
model2,12,smc,2,000 1 10 100,4,-6005.5728678038595,1,2
model2,12,smc,3,00 1 10,3,-6016.045563560536,0,2
model2,12,smc,4,0 1,2,-6104.259904345304,0,2
model2,13,smc,0,000000 1 10 100 1000 10000 100000,7,-6024.165018527492,0,2
model2,13,smc,1,00000 1 10 100 1000 10000,6,-6024.200477662861,0,2
model2,13,smc,2,000 1 10 100,4,-6024.809722159207,1,2
model2,13,smc,3,00 1 10,3,-6038.210211973995,0,2
model2,13,smc,4,0 1,2,-6124.120700374131,0,2
model2,14,smc,0,000000 1 10 100 1000 10000 100000,7,-5945.357180040042,0,3
model2,14,smc,1,00000 1 10 100 1000 10000,6,-5945.392347620129,0,3
model2,14,smc,2,0000 1 10 100 1000,5,-5945.672044317927,0,3
model2,14,smc,3,000 1 10 100,4,-5946.047634348286,1,3
model2,14,smc,4,00 1 10,3,-5959.083230247115,0,3
model2,14,smc,5,0 1,2,-6050.515558868596,0,3
model2,15,smc,0,000000 1 10 100 1000 10000 100000,7,-5928.417646600051,0,1
model2,15,smc,1,000 1 10 100,4,-5933.894506113509,1,1
model2,15,smc,2,00 1 10,3,-5942.565728288256,0,1
model2,15,smc,3,0 1,2,-6046.588215739806,0,1
model2,16,smc,0,000000 1 10 100 1000 10000 100000,7,-6017.797679309498,0,1
model2,16,smc,1,000 1 10 100,4,-6018.84475178745,1,1
model2,16,smc,2,00 1 10,3,-6025.088294153896,0,1
model2,16,smc,3,0 1,2,-6122.922446729471,0,1
model2,17,smc,0,000000 1 10 100 1000 10000 100000,7,-6012.428740622946,0,2
model2,17,smc,1,0000 1 10 100 1000,5,-6013.447343840924,0,2
model2,17,smc,2,000 1 10 100,4,-6014.032897550207,1,2
model2,17,smc,3,00 1 10,3,-6024.783481922172,0,2
model2,17,smc,4,0 1,2,-6164.109826359106,0,2
model2,18,smc,0,000000 1 10 100 1000 10000 100000,7,-5927.583975670673,0,1
model2,18,smc,1,000 1 10 100,4,-5928.237489005363,1,1
model2,18,smc,2,00 1 10,3,-5933.100672406288,0,1
model2,18,smc,3,0 1,2,-6053.217748677915,0,1
model2,19,smc,0,000000 1 10 100 1000 10000 100000,7,-6022.090431812716,0,2
model2,19,smc,1,00000 1 10 100 1000 10000,6,-6022.524541660572,0,2
model2,19,smc,2,000 1 10 100,4,-6023.8583904306415,1,2
model2,19,smc,3,00 1 10,3,-6037.297227793364,0,2
model2,19,smc,4,0 1,2,-6128.2406092399815,0,2
model2,20,smc,0,000000 1 10 100 1000 10000 100000,7,-6110.433842921561,0,2
model2,20,smc,1,0000 1 10 100 1000,5,-6111.40728382145,0,2
model2,20,smc,2,000 1 10 100,4,-6112.029724436245,1,2
model2,20,smc,3,00 1 10,3,-6127.619830207535,0,2
model2,20,smc,4,0 1,2,-6244.845387830199,0,2
model2,21,smc,0,000000 1 10 100 1000 10000 100000,7,-5983.979931970232,0,1
model2,21,smc,1,000 1 10 100,4,-5987.39314665382,1,1
model2,21,smc,2,00 1 10,3,-5998.915198869157,0,1
model2,21,smc,3,0 1,2,-6102.792888724536,0,1
model2,22,smc,0,000000 1 10 100 1000 10000 100000,7,-5986.177109495046,0,2
model2,22,smc,1,00000 1 10 100 1000 10000,6,-5987.690812616256,0,2
model2,22,smc,2,000 1 10 100,4,-5991.409094010637,1,2
model2,22,smc,3,00 1 10,3,-6004.307205984092,0,2
model2,22,smc,4,0 1,2,-6108.396697418271,0,2
model2,23,smc,0,000000 1 10 100 1000 10000 100000,7,-6023.604652543404,0,2
model2,23,smc,1,00000 1 10 100 1000 10000,6,-6023.974735475081,0,2
model2,23,smc,2,000 1 10 100,4,-6024.8433879967915,1,2
model2,23,smc,3,00 1 10,3,-6036.713065387512,0,2
model2,23,smc,4,0 1,2,-6124.120700374131,0,2
model2,24,smc,0,000000 1 10 100 1000 10000 100000,7,-6001.932523391551,0,2
model2,24,smc,1,0000 1 10 100 1000,5,-6003.23463800671,0,2
model2,24,smc,2,000 1 10 100,4,-6004.504752525297,1,2
model2,24,smc,3,00 1 10,3,-6028.236419482584,0,2
model2,24,smc,4,0 1,2,-6125.582303816391,0,2
model2,25,smc,0,000000 1 10 100 1000 10000 100000,7,-6010.785534491965,0,1
model2,25,smc,1,000 1 10 100,4,-6013.2526053079255,1,1
model2,25,smc,2,00 1 10,3,-6028.752030260137,0,1
model2,25,smc,3,0 1,2,-6111.065210861664,0,1
model2,26,smc,0,000000 1 10 100 1000 10000 100000,7,-6061.301530743648,0,2
model2,26,smc,1,00000 1 10 100 1000 10000,6,-6061.341315627363,0,2
model2,26,smc,2,000 1 10 100,4,-6064.321748638296,1,2
model2,26,smc,3,00 1 10,3,-6082.752069067288,0,2
model2,26,smc,4,0 1,2,-6198.258938375019,0,2
model2,27,smc,0,000000 1 10 100 1000 10000 100000,7,-6069.19380407534,0,3
model2,27,smc,1,00000 1 10 100 1000 10000,6,-6069.357434521007,0,3
model2,27,smc,2,0000 1 10 100 1000,5,-6070.937906917304,0,3
model2,27,smc,3,000 1 10 100,4,-6073.265173050759,1,3
model2,27,smc,4,00 1 10,3,-6092.874476960423,0,3
model2,27,smc,5,0 1,2,-6174.644767400694,0,3
model2,28,smc,0,000000 1 10 100 1000 10000 100000,7,-6016.3106996255065,0,2
model2,28,smc,1,0000 1 10 100 1000,5,-6016.510663687436,0,2
model2,28,smc,2,000 1 10 100,4,-6017.378740989145,1,2
model2,28,smc,3,00 1 10,3,-6031.082311974522,0,2
model2,28,smc,4,0 1,2,-6165.2945961731875,0,2
model2,29,smc,0,000000 1 10 100 1000 10000 100000,7,-5996.582024534688,0,2
model2,29,smc,1,00000 1 10 100 1000 10000,6,-5997.414222318218,0,2
model2,29,smc,2,000 1 10 100,4,-5999.929987021222,1,2
model2,29,smc,3,00 1 10,3,-6021.456748694668,0,2
model2,29,smc,4,0 1,2,-6117.598072993485,0,2
model2,30,smc,0,000000 1 10 100 1000 10000 100000,7,-6122.650738418656,0,2
model2,30,smc,1,0000 1 10 100 1000,5,-6125.871125946138,0,2
model2,30,smc,2,000 1 10 100,4,-6127.168204967911,1,2
model2,30,smc,3,00 1 10,3,-6141.120365525006,0,2
model2,30,smc,4,0 1,2,-6235.909013589406,0,2
model2,31,smc,0,000000 1 10 100 1000 10000 100000,7,-6029.003637372372,0,1
model2,31,smc,1,000 1 10 100,4,-6029.255803788013,1,1
model2,31,smc,2,00 1 10,3,-6039.814092271586,0,1
model2,31,smc,3,0 1,2,-6147.995770661408,0,1
model2,32,smc,0,000000 1 10 100 1000 10000 100000,7,-5960.330922169427,0,2
model2,32,smc,1,0000 1 10 100 1000,5,-5960.681117033061,0,2
model2,32,smc,2,000 1 10 100,4,-5961.123876194666,1,2
model2,32,smc,3,00 1 10,3,-5968.09242564375,0,2
model2,32,smc,4,0 1,2,-6031.555801632146,0,2
model2,33,smc,0,000000 1 10 100 1000 10000 100000,7,-6059.478569092677,0,3
model2,33,smc,1,00000 1 10 100 1000 10000,6,-6060.359138142379,0,3
model2,33,smc,2,0000 1 10 100 1000,5,-6061.387812884266,0,3
model2,33,smc,3,000 1 10 100,4,-6062.6256328130185,1,3
model2,33,smc,4,00 1 10,3,-6075.964156344751,0,3
